contractid,planid,premium,premium_partc,premium_partd,year,county
H5216,157,0,NA,NA,2022,Carroll
H5216,203,0,0,0,2022,Carroll
H5216,217,0,NA,NA,2022,Carroll
H5216,280,32.4,0,32.4,2022,Carroll
H5216,286,0,NA,NA,2022,Carroll
H5521,91,0,0,0,2022,Carroll
H5521,328,0,0,0,2022,Carroll
R2604,1,49,0,49,2022,Carroll
R2604,5,0,NA,NA,2022,Carroll
R3392,1,0,NA,NA,2022,Carroll
R3392,2,103,47.2,55.8,2022,Carroll
H0111,1,0,0,0,2022,Catoosa
H0111,2,55,31.9,23.1,2022,Catoosa
H0111,3,85,63.7,21.3,2022,Catoosa
H0111,5,0,0,0,2022,Catoosa
H1112,34,0,NA,NA,2022,Catoosa
H1112,38,0,0,0,2022,Catoosa
H1112,42,0,0,0,2022,Catoosa
H1112,43,32.4,0,32.4,2022,Catoosa
H1924,1,NA,NA,NA,2022,Catoosa
H1924,4,NA,NA,NA,2022,Catoosa
H3288,29,0,0,0,2022,Catoosa
H3288,34,0,NA,NA,2022,Catoosa
H3288,42,32,5,27,2022,Catoosa
H4513,30,0,0,0,2022,Catoosa
H5141,46,0,0,0,2022,Catoosa
H5141,47,32.4,0,32.4,2022,Catoosa
H5216,154,0,0,0,2022,Catoosa
H5216,157,0,NA,NA,2022,Catoosa
H5216,203,0,0,0,2022,Catoosa
H5216,207,0,0,0,2022,Catoosa
H5216,217,0,NA,NA,2022,Catoosa
H5216,284,32.4,0,32.4,2022,Catoosa
H5216,286,0,NA,NA,2022,Catoosa
H6528,6,0,0,0,2022,Catoosa
H7728,5,59,2.1,56.9,2022,Catoosa
H7728,6,0,0,0,2022,Catoosa
H7849,35,0,0,0,2022,Catoosa
R2604,1,49,0,49,2022,Catoosa
R2604,5,0,NA,NA,2022,Catoosa
R3392,1,0,NA,NA,2022,Catoosa
R3392,2,103,47.2,55.8,2022,Catoosa
H0111,1,0,0,0,2022,Charlton
H0111,2,55,31.9,23.1,2022,Charlton
H0111,3,85,63.7,21.3,2022,Charlton
H0111,5,0,0,0,2022,Charlton
H1112,34,0,NA,NA,2022,Charlton
H1112,39,0,0,0,2022,Charlton
H1112,42,0,0,0,2022,Charlton
H1112,43,32.4,0,32.4,2022,Charlton
H1924,1,NA,NA,NA,2022,Charlton
H1924,4,NA,NA,NA,2022,Charlton
H5216,154,0,0,0,2022,Charlton
H5216,157,0,NA,NA,2022,Charlton
H5216,207,0,0,0,2022,Charlton
H5216,217,0,NA,NA,2022,Charlton
H5216,284,32.4,0,32.4,2022,Charlton
H5216,286,0,NA,NA,2022,Charlton
H5525,24,57,1.6,55.4,2022,Charlton
H6528,6,0,0,0,2022,Charlton
R2604,1,49,0,49,2022,Charlton
R2604,5,0,NA,NA,2022,Charlton
R3392,1,0,NA,NA,2022,Charlton
R3392,2,103,47.2,55.8,2022,Charlton
H0111,1,0,0,0,2022,Chatham
H0111,2,55,31.9,23.1,2022,Chatham
H0111,3,85,63.7,21.3,2022,Chatham
H0111,5,0,0,0,2022,Chatham
H1111,11,0,0,0,2022,Chatham
H1112,34,0,NA,NA,2022,Chatham
H1112,39,0,0,0,2022,Chatham
H1112,40,0,0,0,2022,Chatham
H1112,42,0,0,0,2022,Chatham
H1112,43,32.4,0,32.4,2022,Chatham
H1608,28,49,12.4,36.6,2022,Chatham
H1924,1,NA,NA,NA,2022,Chatham
H1924,4,NA,NA,NA,2022,Chatham
H3288,30,0,0,0,2022,Chatham
H3288,34,0,NA,NA,2022,Chatham
H3288,43,32,0.1,31.9,2022,Chatham
H4141,17,0,0,0,2022,Chatham
H5141,26,0,0,0,2022,Chatham
H5141,45,32.4,0,32.4,2022,Chatham
H5216,142,20,0,20,2022,Chatham
H5216,154,0,0,0,2022,Chatham
H5216,157,0,NA,NA,2022,Chatham
H5216,217,0,NA,NA,2022,Chatham
H5216,280,32.4,0,32.4,2022,Chatham
H5216,282,0,0,0,2022,Chatham
H5216,286,0,NA,NA,2022,Chatham
H5302,18,0,0,0,2022,Chatham
H5422,8,38,17.5,20.5,2022,Chatham
H5422,11,0,0,0,2022,Chatham
H5422,13,30.5,0,30.5,2022,Chatham
H5422,14,0,NA,NA,2022,Chatham
H6528,6,0,0,0,2022,Chatham
H6672,4,0,0,0,2022,Chatham
H6672,5,19,0,19,2022,Chatham
H7728,5,59,2.1,56.9,2022,Chatham
H7728,6,0,0,0,2022,Chatham
H8145,69,44,0,44,2022,Chatham
H9589,3,0,0,0,2022,Chatham
R2604,1,49,0,49,2022,Chatham
R2604,5,0,NA,NA,2022,Chatham
R3392,1,0,NA,NA,2022,Chatham
R3392,2,103,47.2,55.8,2022,Chatham
H0111,1,0,0,0,2022,Chattahoochee
H0111,2,55,31.9,23.1,2022,Chattahoochee
H0111,3,85,63.7,21.3,2022,Chattahoochee
H0111,5,0,0,0,2022,Chattahoochee
H1112,34,0,NA,NA,2022,Chattahoochee
H1112,39,0,0,0,2022,Chattahoochee
H1112,42,0,0,0,2022,Chattahoochee
H1112,43,32.4,0,32.4,2022,Chattahoochee
H1924,1,NA,NA,NA,2022,Chattahoochee
H1924,4,NA,NA,NA,2022,Chattahoochee
H3288,26,0,0,0,2022,Chattahoochee
H3288,34,0,NA,NA,2022,Chattahoochee
H3288,39,32,0,32,2022,Chattahoochee
H4141,17,0,0,0,2022,Chattahoochee
H5141,46,0,0,0,2022,Chattahoochee
H5141,47,32.4,0,32.4,2022,Chattahoochee
H5216,142,20,0,20,2022,Chattahoochee
H5216,154,0,0,0,2022,Chattahoochee
H5216,157,0,NA,NA,2022,Chattahoochee
H5216,203,0,0,0,2022,Chattahoochee
H5216,217,0,NA,NA,2022,Chattahoochee
H5216,280,32.4,0,32.4,2022,Chattahoochee
H5216,286,0,NA,NA,2022,Chattahoochee
H5422,11,0,0,0,2022,Chattahoochee
H5422,13,30.5,0,30.5,2022,Chattahoochee
H5422,14,0,NA,NA,2022,Chattahoochee
H6528,6,0,0,0,2022,Chattahoochee
H7173,2,0,0,0,2022,Chattahoochee
H7728,5,59,2.1,56.9,2022,Chattahoochee
H7728,6,0,0,0,2022,Chattahoochee
R2604,1,49,0,49,2022,Chattahoochee
R2604,5,0,NA,NA,2022,Chattahoochee
R3392,1,0,NA,NA,2022,Chattahoochee
R3392,2,103,47.2,55.8,2022,Chattahoochee
H0111,1,0,0,0,2022,Chattooga
H0111,2,55,31.9,23.1,2022,Chattooga
H0111,3,85,63.7,21.3,2022,Chattooga
H0111,5,0,0,0,2022,Chattooga
H0439,3,20,0,20,2022,Chattooga
H0439,6,25,0,25,2022,Chattooga
H0439,11,0,0,0,2022,Chattooga
H1112,34,0,NA,NA,2022,Chattooga
H1112,38,0,0,0,2022,Chattooga
H1112,42,0,0,0,2022,Chattooga
H1112,43,32.4,0,32.4,2022,Chattooga
H1924,1,NA,NA,NA,2022,Chattooga
H1924,4,NA,NA,NA,2022,Chattooga
H3288,29,0,0,0,2022,Chattooga
H3288,34,0,NA,NA,2022,Chattooga
H3288,42,32,5,27,2022,Chattooga
H5141,46,0,0,0,2022,Chattooga
H5141,47,32.4,0,32.4,2022,Chattooga
H5216,154,0,0,0,2022,Chattooga
H5216,157,0,NA,NA,2022,Chattooga
H5216,203,0,0,0,2022,Chattooga
H5216,217,0,NA,NA,2022,Chattooga
H5216,284,32.4,0,32.4,2022,Chattooga
H5216,286,0,NA,NA,2022,Chattooga
H6528,6,0,0,0,2022,Chattooga
H7849,23,0,0,0,2022,Chattooga
H8145,69,44,0,44,2022,Chattooga
R2604,1,49,0,49,2022,Chattooga
R2604,5,0,NA,NA,2022,Chattooga
R3392,1,0,NA,NA,2022,Chattooga
R3392,2,103,47.2,55.8,2022,Chattooga
H0111,1,0,0,0,2022,Cherokee
H0111,2,55,31.9,23.1,2022,Cherokee
H0111,3,85,63.7,21.3,2022,Cherokee
H0111,5,0,0,0,2022,Cherokee
H0439,3,20,0,20,2022,Cherokee
H0439,6,25,0,25,2022,Cherokee
H0439,7,0,0,0,2022,Cherokee
H1111,11,0,0,0,2022,Cherokee
H1112,34,0,NA,NA,2022,Cherokee
H1112,38,0,0,0,2022,Cherokee
H1112,42,0,0,0,2022,Cherokee
H1112,43,32.4,0,32.4,2022,Cherokee
H1170,2,71,0,71,2022,Cherokee
H1170,9,0,0,0,2022,Cherokee
H1924,1,NA,NA,NA,2022,Cherokee
H1924,4,NA,NA,NA,2022,Cherokee
H3288,34,0,NA,NA,2022,Cherokee
H4141,17,0,0,0,2022,Cherokee
H5141,48,0,0,0,2022,Cherokee
H5141,49,32.4,0,32.4,2022,Cherokee
H5216,73,44,0,44,2022,Cherokee
H5216,154,0,0,0,2022,Cherokee
H5216,157,0,NA,NA,2022,Cherokee
H5216,203,0,0,0,2022,Cherokee
H5216,217,0,NA,NA,2022,Cherokee
H5216,239,0,0,0,2022,Cherokee
H5216,280,32.4,0,32.4,2022,Cherokee
H5216,286,0,NA,NA,2022,Cherokee
H5422,11,0,0,0,2022,Cherokee
H5422,13,30.5,0,30.5,2022,Cherokee
H5422,14,0,NA,NA,2022,Cherokee
H5422,17,0,0,0,2022,Cherokee
H5521,177,35,3.3,31.7,2022,Cherokee
H6528,6,0,0,0,2022,Cherokee
H6672,4,0,0,0,2022,Cherokee
H6672,5,19,0,19,2022,Cherokee
H7728,5,59,2.1,56.9,2022,Cherokee
H7728,6,0,0,0,2022,Cherokee
H7728,12,0,0,0,2022,Cherokee
H7849,3,0,0,0,2022,Cherokee
H9589,3,0,0,0,2022,Cherokee
R2604,1,49,0,49,2022,Cherokee
R2604,5,0,NA,NA,2022,Cherokee
R3392,1,0,NA,NA,2022,Cherokee
R3392,2,103,47.2,55.8,2022,Cherokee
H0111,1,0,0,0,2022,Clarke
H0111,2,55,31.9,23.1,2022,Clarke
H0111,3,85,63.7,21.3,2022,Clarke
H0111,5,0,0,0,2022,Clarke
H0439,3,0,0,0,2022,Clarke
H0439,6,25,0,25,2022,Clarke
H0439,9,0,0,0,2022,Clarke
H1112,34,0,NA,NA,2022,Clarke
H1112,38,0,0,0,2022,Clarke
H1112,42,0,0,0,2022,Clarke
H1112,43,32.4,0,32.4,2022,Clarke
H1924,1,NA,NA,NA,2022,Clarke
H1924,4,NA,NA,NA,2022,Clarke
H3288,28,0,0,0,2022,Clarke
H3288,34,0,NA,NA,2022,Clarke
H3288,41,32,11.6,20.4,2022,Clarke
H4141,17,0,0,0,2022,Clarke
H5141,46,0,0,0,2022,Clarke
H5141,47,32.4,0,32.4,2022,Clarke
H5216,142,20,0,20,2022,Clarke
H5216,154,0,0,0,2022,Clarke
H5216,157,0,NA,NA,2022,Clarke
H5216,203,0,0,0,2022,Clarke
H5216,217,0,NA,NA,2022,Clarke
H5216,280,32.4,0,32.4,2022,Clarke
H5216,286,0,NA,NA,2022,Clarke
H5302,19,0,0,0,2022,Clarke
H5422,8,38,17.5,20.5,2022,Clarke
H5422,11,0,0,0,2022,Clarke
H5422,13,30.5,0,30.5,2022,Clarke
H5422,14,0,NA,NA,2022,Clarke
H6528,6,0,0,0,2022,Clarke
H7728,5,59,2.1,56.9,2022,Clarke
H7728,6,0,0,0,2022,Clarke
H8748,8,0,0,0,2022,Clarke
H8748,9,49,8,41,2022,Clarke
R2604,1,49,0,49,2022,Clarke
R2604,5,0,NA,NA,2022,Clarke
R3392,1,0,NA,NA,2022,Clarke
R3392,2,103,47.2,55.8,2022,Clarke
H1924,1,NA,NA,NA,2022,Clay
H1924,4,NA,NA,NA,2022,Clay
H3288,26,0,0,0,2022,Clay
H3288,34,0,NA,NA,2022,Clay
H3288,39,32,0,32,2022,Clay
H5141,46,0,0,0,2022,Clay
H5141,47,32.4,0,32.4,2022,Clay
H5216,154,0,0,0,2022,Clay
H5216,157,0,NA,NA,2022,Clay
H5216,207,0,0,0,2022,Clay
H5216,217,0,NA,NA,2022,Clay
H5216,284,32.4,0,32.4,2022,Clay
H5216,286,0,NA,NA,2022,Clay
H6528,6,0,0,0,2022,Clay
R2604,1,49,0,49,2022,Clay
R2604,5,0,NA,NA,2022,Clay
R3392,1,0,NA,NA,2022,Clay
R3392,2,103,47.2,55.8,2022,Clay
H0111,1,0,0,0,2022,Clayton
H0111,2,55,31.9,23.1,2022,Clayton
H0111,3,85,63.7,21.3,2022,Clayton
H0111,5,0,0,0,2022,Clayton
H0439,3,0,0,0,2022,Clayton
H0439,6,25,0,25,2022,Clayton
H0439,7,0,0,0,2022,Clayton
H1111,11,0,0,0,2022,Clayton
H1112,34,0,NA,NA,2022,Clayton
H1112,38,0,0,0,2022,Clayton
H1112,40,0,0,0,2022,Clayton
H1112,42,0,0,0,2022,Clayton
H1112,43,32.4,0,32.4,2022,Clayton
H1170,2,71,0,71,2022,Clayton
H1170,9,0,0,0,2022,Clayton
H1924,1,NA,NA,NA,2022,Clayton
H1924,4,NA,NA,NA,2022,Clayton
H3288,34,0,NA,NA,2022,Clayton
H3288,45,0,0,0,2022,Clayton
H4141,15,0,0,0,2022,Clayton
H4141,17,6,0,6,2022,Clayton
H5141,46,0,0,0,2022,Clayton
H5141,47,32.4,0,32.4,2022,Clayton
H5216,73,44,0,44,2022,Clayton
H5216,154,0,0,0,2022,Clayton
H5216,157,0,NA,NA,2022,Clayton
H5216,203,0,0,0,2022,Clayton
H5216,217,0,NA,NA,2022,Clayton
H5216,280,32.4,0,32.4,2022,Clayton
H5216,286,0,NA,NA,2022,Clayton
H5422,8,38,17.5,20.5,2022,Clayton
H5422,11,0,0,0,2022,Clayton
H5422,13,30.5,0,30.5,2022,Clayton
H5422,14,0,NA,NA,2022,Clayton
H5422,17,0,0,0,2022,Clayton
H5521,91,0,0,0,2022,Clayton
H5521,328,0,0,0,2022,Clayton
H6528,6,0,0,0,2022,Clayton
H6672,4,0,0,0,2022,Clayton
H6672,5,19,0,19,2022,Clayton
H7173,2,0,0,0,2022,Clayton
H7728,5,59,2.1,56.9,2022,Clayton
H7728,6,0,0,0,2022,Clayton
H7728,12,0,0,0,2022,Clayton
H7849,3,0,0,0,2022,Clayton
H8145,69,44,0,44,2022,Clayton
H9589,3,0,0,0,2022,Clayton
R2604,1,49,0,49,2022,Clayton
R2604,5,0,NA,NA,2022,Clayton
R3392,1,0,NA,NA,2022,Clayton
R3392,2,103,47.2,55.8,2022,Clayton
H0111,1,0,0,0,2022,Clinch
H0111,2,55,31.9,23.1,2022,Clinch
H0111,3,85,63.7,21.3,2022,Clinch
H0111,5,0,0,0,2022,Clinch
H1112,34,0,NA,NA,2022,Clinch
H1112,42,0,0,0,2022,Clinch
H1112,43,32.4,0,32.4,2022,Clinch
H1112,44,0,0,0,2022,Clinch
H1924,1,NA,NA,NA,2022,Clinch
H1924,4,NA,NA,NA,2022,Clinch
H5141,46,0,0,0,2022,Clinch
H5141,47,32.4,0,32.4,2022,Clinch
H5216,154,0,0,0,2022,Clinch
H5216,157,0,NA,NA,2022,Clinch
H5216,207,0,0,0,2022,Clinch
H5216,217,0,NA,NA,2022,Clinch
H5216,284,32.4,0,32.4,2022,Clinch
H5216,286,0,NA,NA,2022,Clinch
H5525,24,57,1.6,55.4,2022,Clinch
H6528,6,0,0,0,2022,Clinch
H6672,4,0,0,0,2022,Clinch
H6672,5,19,0,19,2022,Clinch
H8145,69,44,0,44,2022,Clinch
H9589,3,0,0,0,2022,Clinch
R2604,1,49,0,49,2022,Clinch
R2604,5,0,NA,NA,2022,Clinch
R3392,1,0,NA,NA,2022,Clinch
R3392,2,103,47.2,55.8,2022,Clinch
H0111,1,0,0,0,2022,Cobb
H0111,2,55,31.9,23.1,2022,Cobb
H0111,3,85,63.7,21.3,2022,Cobb
H0111,5,0,0,0,2022,Cobb
H0439,3,20,0,20,2022,Cobb
H0439,6,25,0,25,2022,Cobb
H0439,8,0,0,0,2022,Cobb
H1111,11,0,0,0,2022,Cobb
H1112,34,0,NA,NA,2022,Cobb
H1112,35,0,0,0,2022,Cobb
H1112,42,0,0,0,2022,Cobb
H1112,43,32.4,0,32.4,2022,Cobb
H1170,2,71,0,71,2022,Cobb
H1170,9,0,0,0,2022,Cobb
H1608,28,49,12.4,36.6,2022,Cobb
H1748,1,0,0,0,2022,Cobb
H1924,1,NA,NA,NA,2022,Cobb
H1924,4,NA,NA,NA,2022,Cobb
H3288,33,0,0,0,2022,Cobb
H3288,34,0,NA,NA,2022,Cobb
H4141,17,0,0,0,2022,Cobb
H5141,48,0,0,0,2022,Cobb
H5141,49,32.4,0,32.4,2022,Cobb
H5216,71,40,0,40,2022,Cobb
H5216,73,44,0,44,2022,Cobb
H5216,154,0,0,0,2022,Cobb
H5216,157,0,NA,NA,2022,Cobb
H5216,203,0,0,0,2022,Cobb
H5216,217,0,NA,NA,2022,Cobb
H5216,239,0,0,0,2022,Cobb
H5216,280,32.4,0,32.4,2022,Cobb
H5216,286,0,NA,NA,2022,Cobb
H5422,11,0,0,0,2022,Cobb
H5422,13,30.5,0,30.5,2022,Cobb
H5422,14,0,NA,NA,2022,Cobb
H5422,17,0,0,0,2022,Cobb
H7173,2,0,0,0,2022,Cobb
H7728,5,59,2.1,56.9,2022,Cobb
H7728,6,0,0,0,2022,Cobb
H7728,12,0,0,0,2022,Cobb
H7849,20,0,0,0,2022,Cobb
R2604,1,49,0,49,2022,Cobb
R2604,5,0,NA,NA,2022,Cobb
R3392,1,0,NA,NA,2022,Cobb
R3392,2,103,47.2,55.8,2022,Cobb
H0111,1,0,0,0,2022,Coffee
H0111,2,55,31.9,23.1,2022,Coffee
H0111,3,85,63.7,21.3,2022,Coffee
H0111,5,0,0,0,2022,Coffee
H1112,34,0,NA,NA,2022,Coffee
H1112,42,0,0,0,2022,Coffee
H1112,43,32.4,0,32.4,2022,Coffee
H1112,44,0,0,0,2022,Coffee
H1924,1,NA,NA,NA,2022,Coffee
H1924,4,NA,NA,NA,2022,Coffee
H3288,31,0,0,0,2022,Coffee
H3288,34,0,NA,NA,2022,Coffee
H3288,44,32,12.8,19.2,2022,Coffee
H5141,46,0,0,0,2022,Coffee
H5141,47,32.4,0,32.4,2022,Coffee
H5216,154,0,0,0,2022,Coffee
H5216,157,0,NA,NA,2022,Coffee
H5216,207,0,0,0,2022,Coffee
H5216,217,0,NA,NA,2022,Coffee
H5216,284,32.4,0,32.4,2022,Coffee
H5216,286,0,NA,NA,2022,Coffee
H5422,8,38,17.5,20.5,2022,Coffee
H5422,11,0,0,0,2022,Coffee
H5422,13,30.5,0,30.5,2022,Coffee
H5422,14,0,NA,NA,2022,Coffee
H5525,24,57,1.6,55.4,2022,Coffee
H6528,6,0,0,0,2022,Coffee
H7728,5,59,2.1,56.9,2022,Coffee
H7728,6,0,0,0,2022,Coffee
R2604,1,49,0,49,2022,Coffee
R2604,5,0,NA,NA,2022,Coffee
R3392,1,0,NA,NA,2022,Coffee
R3392,2,103,47.2,55.8,2022,Coffee
H0111,1,0,0,0,2022,Colquitt
H0111,2,55,31.9,23.1,2022,Colquitt
H0111,3,85,63.7,21.3,2022,Colquitt
H0111,5,0,0,0,2022,Colquitt
H1112,34,0,NA,NA,2022,Colquitt
H1112,42,0,0,0,2022,Colquitt
H1112,43,32.4,0,32.4,2022,Colquitt
H1112,44,0,0,0,2022,Colquitt
H1924,1,NA,NA,NA,2022,Colquitt
H1924,4,NA,NA,NA,2022,Colquitt
H3288,31,0,0,0,2022,Colquitt
H3288,34,0,NA,NA,2022,Colquitt
H3288,44,32,12.8,19.2,2022,Colquitt
H5141,46,0,0,0,2022,Colquitt
H5141,47,32.4,0,32.4,2022,Colquitt
H5216,154,0,0,0,2022,Colquitt
H5216,157,0,NA,NA,2022,Colquitt
H5216,207,0,0,0,2022,Colquitt
H5216,217,0,NA,NA,2022,Colquitt
H5216,284,32.4,0,32.4,2022,Colquitt
H5216,286,0,NA,NA,2022,Colquitt
H6528,6,0,0,0,2022,Colquitt
H8748,8,0,0,0,2022,Colquitt
H8748,9,49,8,41,2022,Colquitt
R2604,1,49,0,49,2022,Colquitt
R2604,5,0,NA,NA,2022,Colquitt
R3392,1,0,NA,NA,2022,Colquitt
R3392,2,103,47.2,55.8,2022,Colquitt
H0111,1,0,0,0,2022,Columbia
H0111,2,55,31.9,23.1,2022,Columbia
H0111,3,85,63.7,21.3,2022,Columbia
H0111,5,0,0,0,2022,Columbia
H1111,11,0,0,0,2022,Columbia
H1112,34,0,NA,NA,2022,Columbia
H1112,39,0,0,0,2022,Columbia
H1112,42,0,0,0,2022,Columbia
H1112,43,32.4,0,32.4,2022,Columbia
H1924,1,NA,NA,NA,2022,Columbia
H1924,4,NA,NA,NA,2022,Columbia
H3288,24,0,0,0,2022,Columbia
H3288,34,0,NA,NA,2022,Columbia
H3288,37,32,12.1,19.9,2022,Columbia
H4141,17,0,0,0,2022,Columbia
H5141,46,0,0,0,2022,Columbia
H5141,47,32.4,0,32.4,2022,Columbia
H5216,142,20,0,20,2022,Columbia
H5216,154,0,0,0,2022,Columbia
H5216,157,0,NA,NA,2022,Columbia
H5216,217,0,NA,NA,2022,Columbia
H5216,280,32.4,0,32.4,2022,Columbia
H5216,282,0,0,0,2022,Columbia
H5216,286,0,NA,NA,2022,Columbia
H5302,18,0,0,0,2022,Columbia
H5422,8,38,17.5,20.5,2022,Columbia
H5422,11,0,0,0,2022,Columbia
H5422,13,30.5,0,30.5,2022,Columbia
H5422,14,0,NA,NA,2022,Columbia
H6528,6,0,0,0,2022,Columbia
H7728,5,59,2.1,56.9,2022,Columbia
H7728,6,0,0,0,2022,Columbia
R2604,1,49,0,49,2022,Columbia
R2604,5,0,NA,NA,2022,Columbia
R3392,1,0,NA,NA,2022,Columbia
R3392,2,103,47.2,55.8,2022,Columbia
H0111,1,0,0,0,2022,Cook
H0111,2,55,31.9,23.1,2022,Cook
H0111,3,85,63.7,21.3,2022,Cook
H0111,5,0,0,0,2022,Cook
H1112,34,0,NA,NA,2022,Cook
H1112,42,0,0,0,2022,Cook
H1112,43,32.4,0,32.4,2022,Cook
H1112,44,0,0,0,2022,Cook
H1924,1,NA,NA,NA,2022,Cook
H1924,4,NA,NA,NA,2022,Cook
H5141,46,0,0,0,2022,Cook
H5141,47,32.4,0,32.4,2022,Cook
H5216,154,0,0,0,2022,Cook
H5216,157,0,NA,NA,2022,Cook
H5216,207,0,0,0,2022,Cook
H5216,217,0,NA,NA,2022,Cook
H5216,284,32.4,0,32.4,2022,Cook
H5216,286,0,NA,NA,2022,Cook
H6528,6,0,0,0,2022,Cook
R2604,1,49,0,49,2022,Cook
R2604,5,0,NA,NA,2022,Cook
R3392,1,0,NA,NA,2022,Cook
R3392,2,103,47.2,55.8,2022,Cook
H0111,1,0,0,0,2022,Coweta
H0111,2,55,31.9,23.1,2022,Coweta
H0111,3,85,63.7,21.3,2022,Coweta
H0111,5,0,0,0,2022,Coweta
H0439,3,20,0,20,2022,Coweta
H0439,6,25,0,25,2022,Coweta
H0439,7,0,0,0,2022,Coweta
H1112,34,0,NA,NA,2022,Coweta
H1112,38,0,0,0,2022,Coweta
H1112,42,0,0,0,2022,Coweta
H1112,43,32.4,0,32.4,2022,Coweta
H1170,2,71,0,71,2022,Coweta
H1170,9,0,0,0,2022,Coweta
H1608,28,49,12.4,36.6,2022,Coweta
H1924,1,NA,NA,NA,2022,Coweta
H1924,4,NA,NA,NA,2022,Coweta
H3288,34,0,NA,NA,2022,Coweta
H3288,45,0,0,0,2022,Coweta
H4141,17,0,0,0,2022,Coweta
H5141,46,0,0,0,2022,Coweta
H5141,47,32.4,0,32.4,2022,Coweta
H5216,73,44,0,44,2022,Coweta
H5216,154,0,0,0,2022,Coweta
H5216,157,0,NA,NA,2022,Coweta
H5216,203,0,0,0,2022,Coweta
H5216,217,0,NA,NA,2022,Coweta
H5216,280,32.4,0,32.4,2022,Coweta
H5216,286,0,NA,NA,2022,Coweta
H5422,11,0,0,0,2022,Coweta
H5422,13,30.5,0,30.5,2022,Coweta
H5422,14,0,NA,NA,2022,Coweta
H5422,17,0,0,0,2022,Coweta
H5521,91,0,0,0,2022,Coweta
H5521,328,0,0,0,2022,Coweta
H6528,6,0,0,0,2022,Coweta
H7728,5,59,2.1,56.9,2022,Coweta
H7728,6,0,0,0,2022,Coweta
H7728,12,0,0,0,2022,Coweta
H7849,3,0,0,0,2022,Coweta
H8748,8,0,0,0,2022,Coweta
H8748,9,49,8,41,2022,Coweta
R2604,1,49,0,49,2022,Coweta
R2604,5,0,NA,NA,2022,Coweta
R3392,1,0,NA,NA,2022,Coweta
R3392,2,103,47.2,55.8,2022,Coweta
H0111,1,0,0,0,2022,Crawford
H0111,2,55,31.9,23.1,2022,Crawford
H0111,3,85,63.7,21.3,2022,Crawford
H0111,5,0,0,0,2022,Crawford
H1109,5,0,0,0,2022,Crawford
H1112,34,0,NA,NA,2022,Crawford
H1112,42,0,0,0,2022,Crawford
H1112,43,32.4,0,32.4,2022,Crawford
H1112,44,0,0,0,2022,Crawford
H1924,1,NA,NA,NA,2022,Crawford
H1924,4,NA,NA,NA,2022,Crawford
H3288,27,0,0,0,2022,Crawford
H3288,34,0,NA,NA,2022,Crawford
H3288,40,32,2.2,29.8,2022,Crawford
H4141,17,0,0,0,2022,Crawford
H5141,46,0,0,0,2022,Crawford
H5141,47,32.4,0,32.4,2022,Crawford
H5216,154,0,0,0,2022,Crawford
H5216,157,0,NA,NA,2022,Crawford
H5216,203,0,0,0,2022,Crawford
H5216,217,0,NA,NA,2022,Crawford
H5216,284,32.4,0,32.4,2022,Crawford
H5216,286,0,NA,NA,2022,Crawford
H5422,11,0,0,0,2022,Crawford
H5422,13,30.5,0,30.5,2022,Crawford
H5422,14,0,NA,NA,2022,Crawford
H5525,24,57,1.6,55.4,2022,Crawford
H6528,6,0,0,0,2022,Crawford
H6672,4,0,0,0,2022,Crawford
H6672,5,19,0,19,2022,Crawford
H7728,5,59,2.1,56.9,2022,Crawford
H7728,6,0,0,0,2022,Crawford
H8748,8,0,0,0,2022,Crawford
H8748,9,49,8,41,2022,Crawford
H9589,3,0,0,0,2022,Crawford
R2604,1,49,0,49,2022,Crawford
R2604,5,0,NA,NA,2022,Crawford
R3392,1,0,NA,NA,2022,Crawford
R3392,2,103,47.2,55.8,2022,Crawford
H0111,1,0,0,0,2022,Crisp
H0111,2,55,31.9,23.1,2022,Crisp
H0111,3,85,63.7,21.3,2022,Crisp
H0111,5,0,0,0,2022,Crisp
H1112,34,0,NA,NA,2022,Crisp
H1112,42,0,0,0,2022,Crisp
H1112,43,32.4,0,32.4,2022,Crisp
H1112,44,0,0,0,2022,Crisp
H1924,1,NA,NA,NA,2022,Crisp
H1924,4,NA,NA,NA,2022,Crisp
H3288,23,0,0,0,2022,Crisp
H3288,34,0,NA,NA,2022,Crisp
H3288,36,32,3.2,28.8,2022,Crisp
H5141,46,0,0,0,2022,Crisp
H5141,47,32.4,0,32.4,2022,Crisp
H5216,154,0,0,0,2022,Crisp
H5216,157,0,NA,NA,2022,Crisp
H5216,207,0,0,0,2022,Crisp
H5216,217,0,NA,NA,2022,Crisp
H5216,284,32.4,0,32.4,2022,Crisp
H5216,286,0,NA,NA,2022,Crisp
H5422,11,0,0,0,2022,Crisp
H5422,13,30.5,0,30.5,2022,Crisp
H5422,14,0,NA,NA,2022,Crisp
H6528,6,0,0,0,2022,Crisp
H7728,5,59,2.1,56.9,2022,Crisp
H7728,6,0,0,0,2022,Crisp
H8145,69,44,0,44,2022,Crisp
H8748,8,0,0,0,2022,Crisp
H8748,9,49,8,41,2022,Crisp
R2604,1,49,0,49,2022,Crisp
R2604,5,0,NA,NA,2022,Crisp
R3392,1,0,NA,NA,2022,Crisp
R3392,2,103,47.2,55.8,2022,Crisp
H0111,1,0,0,0,2022,Dade
H0111,2,55,31.9,23.1,2022,Dade
H0111,3,85,63.7,21.3,2022,Dade
