contractid,planid,fips,plan_type,partd,avg_enrollment,avg_eligibles,avg_enrolled,premium,premium_partc,premium_partd,rebate_partc,ma_rate,bid,avg_ffscost,partc_score
H0111,2,13245,Local PPO,Yes,36.75,38329.333333333336,20676.416666666668,55,31.9,23.1,90.11,1030.53,762.0855148342058,9544.121648841712,3
H0111,2,13247,Local PPO,Yes,14.3,16571.166666666668,9786.583333333334,55,31.9,23.1,90.11,1053.95,762.0855148342058,10126.460641024276,3
H0111,3,13051,Local PPO,Yes,11,53421.166666666664,27094.666666666668,85,63.7,21.3,121.19,1054.39,674.7769667477697,10205.7102928546,3
H0111,3,13057,Local PPO,Yes,12.75,47398.083333333336,21200.75,85,63.7,21.3,121.19,1025.75,674.7769667477697,11356.374859063182,3
H0111,3,13067,Local PPO,Yes,34.833333333333336,111213,50668.25,85,63.7,21.3,121.19,1065.36,674.7769667477697,10184.395836434986,3
H0111,3,13089,Local PPO,Yes,23.333333333333332,109529.33333333331,61715.583333333336,85,63.7,21.3,121.19,1057.11,674.7769667477697,10146.817705363232,3
H0111,3,13097,Local PPO,Yes,11,21765.166666666668,12222.916666666666,85,63.7,21.3,121.19,1014.05,674.7769667477697,10929.762769630666,3
H0111,3,13121,Local PPO,Yes,12.75,144055.08333333334,73049.58333333333,85,63.7,21.3,121.19,1058.12,674.7769667477697,10735.589581304088,3
H0111,3,13135,Local PPO,Yes,16.083333333333332,117847.5,62877.833333333336,85,63.7,21.3,121.19,1055.84,674.7769667477697,9768.469244032996,3
H0111,3,13223,Local PPO,Yes,12,24155.75,12269.5,85,63.7,21.3,121.19,1027.65,674.7769667477697,10764.342578651922,3
H0111,3,13245,Local PPO,Yes,11.416666666666666,38329.333333333336,20676.416666666668,85,63.7,21.3,121.19,1030.53,674.7769667477697,9544.121648841712,3
H0111,5,13005,Local PPO,Yes,11,2209.8333333333335,1090.75,0,0,0,136.84,1076.11,679.1913043478261,11200.315969788724,3
H0111,5,13009,Local PPO,Yes,25.666666666666668,9245.833333333334,5504.916666666667,0,0,0,136.84,1023.79,679.1913043478261,10141.029852666492,3
H0111,5,13013,Local PPO,Yes,53.666666666666664,13986.416666666666,7437.583333333333,0,0,0,136.84,1036.99,679.1913043478261,11087.45923498609,3
H0111,5,13015,Local PPO,Yes,46,19792.083333333332,10180.666666666666,0,0,0,136.84,1045.39,679.1913043478261,11313.745095288168,3
H0111,5,13019,Local PPO,Yes,14.375,3854.8333333333335,1869.8333333333333,0,0,0,136.84,1002.88,679.1913043478261,11408.518632370447,3
H0111,5,13021,Local PPO,Yes,73.66666666666667,31203,16828,0,0,0,136.84,1054.57,679.1913043478261,10693.5893341537,3
H0111,5,13023,Local PPO,Yes,11,2609.25,1028.5,0,0,0,136.84,1016.05,679.1913043478261,11298.46528183688,3
H0111,5,13025,Local PPO,Yes,23.666666666666668,3602,1759.5,0,0,0,136.84,1052.07,679.1913043478261,10500.917964723303,3
H0111,5,13029,Local PPO,Yes,28.5,6574.833333333333,3035,0,0,0,136.84,1050.47,679.1913043478261,8996.590451792687,3
H0111,5,13033,Local PPO,Yes,23.75,5092,3143.75,0,0,0,136.84,1023.99,679.1913043478261,10478.239860221316,3
H0111,5,13035,Local PPO,Yes,17.833333333333332,4988.583333333333,2938.75,0,0,0,136.84,1047.08,679.1913043478261,10517.512270486735,3
