contractid,planid,fips,plan_type,partd,avg_enrollment,avg_eligibles,avg_enrolled,premium,premium_partc,premium_partd,rebate_partc,ma_rate,bid,avg_ffscost,partc_score
H1112,42,13293,HMO/HMOPOS,Yes,34.666666666666664,6599.166666666667,3876.4166666666665,0,0,0,155.4,1036.65,938.3096926713946,9950.33156228453,3.5
H1112,42,13295,HMO/HMOPOS,Yes,49.25,15408.5,6963.416666666667,0,0,0,155.4,1066.91,938.3096926713946,10249.585650350902,3.5
H1112,42,13297,HMO/HMOPOS,Yes,90.66666666666669,18777.916666666668,9978.833333333334,0,0,0,155.4,1041.45,938.3096926713946,10898.47952283964,3.5
H1112,42,13299,HMO/HMOPOS,Yes,39.083333333333336,8092.416666666667,4146.5,0,0,0,155.4,1038.86,938.3096926713946,11964.797946782932,3.5
H1112,42,13301,HMO/HMOPOS,Yes,31.166666666666668,1514.6666666666667,930,0,0,0,155.4,1022.32,938.3096926713946,10372.269832296071,3.5
H1112,42,13303,HMO/HMOPOS,Yes,55.75,4684.416666666667,2650.0833333333335,0,0,0,155.4,986.03,938.3096926713946,9789.709426940362,3.5
H1112,42,13305,HMO/HMOPOS,Yes,39,6149.833333333333,3133.75,0,0,0,155.4,1014.94,938.3096926713946,10580.11710795553,3.5
H1112,42,13309,HMO/HMOPOS,Yes,12.142857142857142,1180.75,656.0833333333334,0,0,0,155.4,1025.63,938.3096926713946,11126.970739077797,3.5
H1112,42,13311,HMO/HMOPOS,Yes,14.636363636363637,7666.833333333333,3893.8333333333335,0,0,0,155.4,1043.34,938.3096926713946,10354.275556345783,3.5
H1112,42,13313,HMO/HMOPOS,Yes,47.583333333333336,17854.166666666668,5907.583333333333,0,0,0,155.4,1002.01,938.3096926713946,9953.307284980798,3.5
H1112,42,13315,HMO/HMOPOS,Yes,13,1720.6666666666667,919.25,0,0,0,155.4,1006.15,938.3096926713946,11120.816234366232,3.5
H1112,42,13317,HMO/HMOPOS,Yes,31.166666666666668,2732.1666666666665,1476,0,0,0,155.4,1029.4,938.3096926713946,9817.639536668872,3.5
H1112,42,13319,HMO/HMOPOS,Yes,14.416666666666666,2387.5833333333335,1279,0,0,0,155.4,1035.57,938.3096926713946,8613.324627926817,3.5
H1112,42,13321,HMO/HMOPOS,Yes,18.333333333333332,4264,2441.75,0,0,0,155.4,1040.2,938.3096926713946,11017.238918882716,3.5
H1112,43,13005,HMO/HMOPOS,Yes,11,2209.8333333333335,1090.75,32.4,0,32.4,131.91,1076.11,703.8443017656501,11200.315969788724,3.5
H1112,43,13009,HMO/HMOPOS,Yes,27.083333333333332,9245.833333333334,5504.916666666667,32.4,0,32.4,131.91,1023.79,703.8443017656501,10141.029852666492,3.5
H1112,43,13011,HMO/HMOPOS,Yes,14.666666666666666,3916.75,2038.1666666666667,32.4,0,32.4,131.91,1041.45,703.8443017656501,8931.105122652203,3.5
H1112,43,13013,HMO/HMOPOS,Yes,45.833333333333336,13986.416666666666,7437.583333333333,32.4,0,32.4,131.91,1036.99,703.8443017656501,11087.45923498609,3.5
H1112,43,13015,HMO/HMOPOS,Yes,49.833333333333336,19792.083333333332,10180.666666666666,32.4,0,32.4,131.91,1045.39,703.8443017656501,11313.745095288168,3.5
H1112,43,13017,HMO/HMOPOS,Yes,18.77777777777778,3749.5833333333335,2202.6666666666665,32.4,0,32.4,131.91,1040.71,703.8443017656501,9282.29460864448,3.5
H1112,43,13019,HMO/HMOPOS,Yes,11,3854.8333333333335,1869.8333333333333,32.4,0,32.4,131.91,1002.88,703.8443017656501,11408.518632370447,3.5
H1112,43,13021,HMO/HMOPOS,Yes,203,31203,16828,32.4,0,32.4,131.91,1054.57,703.8443017656501,10693.5893341537,3.5
H1112,43,13023,HMO/HMOPOS,Yes,12.4,2609.25,1028.5,32.4,0,32.4,131.91,1016.05,703.8443017656501,11298.46528183688,3.5
H1112,43,13025,HMO/HMOPOS,Yes,39.416666666666664,3602,1759.5,32.4,0,32.4,131.91,1052.07,703.8443017656501,10500.917964723303,3.5
H1112,43,13029,HMO/HMOPOS,Yes,41.75,6574.833333333333,3035,32.4,0,32.4,131.91,1050.47,703.8443017656501,8996.590451792687,3.5
H1112,43,13033,HMO/HMOPOS,Yes,86.75,5092,3143.75,32.4,0,32.4,131.91,1023.99,703.8443017656501,10478.239860221316,3.5
H1112,43,13035,HMO/HMOPOS,Yes,48.083333333333336,4988.583333333333,2938.75,32.4,0,32.4,131.91,1047.08,703.8443017656501,10517.512270486735,3.5
H1112,43,13039,HMO/HMOPOS,Yes,54.666666666666664,9907.75,3810.0833333333335,32.4,0,32.4,131.91,1004.79,703.8443017656501,10708.625484413482,3.5
H1112,43,13045,HMO/HMOPOS,Yes,92.66666666666669,22149.5,11785.166666666666,32.4,0,32.4,131.91,1055.33,703.8443017656501,10706.759203935806,3.5
H1112,43,13047,HMO/HMOPOS,Yes,11.2,14243.833333333334,6409.166666666667,32.4,0,32.4,131.91,1001.16,703.8443017656501,10073.563262875155,3.5
H1112,43,13049,HMO/HMOPOS,Yes,12.333333333333334,2218.4166666666665,1018.6666666666666,32.4,0,32.4,131.91,1025.81,703.8443017656501,11346.907523565347,3.5
H1112,43,13051,HMO/HMOPOS,Yes,443.4166666666667,53421.166666666664,27094.666666666668,32.4,0,32.4,131.91,1054.39,703.8443017656501,10205.7102928546,3.5
H1112,43,13053,HMO/HMOPOS,Yes,11,666.1666666666666,351.75,32.4,0,32.4,131.91,994.51,703.8443017656501,8168.891292735043,3.5
H1112,43,13055,HMO/HMOPOS,Yes,18.625,5892.583333333333,3395.8333333333335,32.4,0,32.4,131.91,1031.85,703.8443017656501,10968.520566809117,3.5
H1112,43,13057,HMO/HMOPOS,Yes,58.416666666666664,47398.083333333336,21200.75,32.4,0,32.4,131.91,1025.75,703.8443017656501,11356.374859063182,3.5
H1112,43,13059,HMO/HMOPOS,Yes,46,17860.916666666668,8574.333333333334,32.4,0,32.4,131.91,1036.89,703.8443017656501,9840.065130090576,3.5
H1112,43,13063,HMO/HMOPOS,Yes,391.1666666666667,38379.666666666664,24460.833333333332,32.4,0,32.4,131.91,1092.91,703.8443017656501,9370.1237788637,3.5
H1112,43,13067,HMO/HMOPOS,Yes,365.6666666666667,111213,50668.25,32.4,0,32.4,131.91,1065.36,703.8443017656501,10184.395836434986,3.5
H1112,43,13069,HMO/HMOPOS,Yes,32.666666666666664,7245.166666666667,3941.25,32.4,0,32.4,131.91,1015.84,703.8443017656501,10554.941151230008,3.5
H1112,43,13071,HMO/HMOPOS,Yes,22.25,9099.416666666666,4710.25,32.4,0,32.4,131.91,1085.6899999999998,703.8443017656501,13029.89086268508,3.5
H1112,43,13073,HMO/HMOPOS,Yes,126.83333333333331,26337.666666666668,10476.166666666666,32.4,0,32.4,131.91,1002.04,703.8443017656501,8993.794076599996,3.5
H1112,43,13075,HMO/HMOPOS,Yes,11.666666666666666,3620.9166666666665,1854.75,32.4,0,32.4,131.91,1014.33,703.8443017656501,10697.113425274416,3.5
H1112,43,13077,HMO/HMOPOS,Yes,41.25,26135.666666666668,12992.75,32.4,0,32.4,131.91,1064.16,703.8443017656501,9712.69247028241,3.5
H1112,43,13079,HMO/HMOPOS,Yes,16.1,2734.5,1506.9166666666667,32.4,0,32.4,131.91,1030.75,703.8443017656501,11092.232660956066,3.5
H1112,43,13081,HMO/HMOPOS,Yes,15.166666666666666,4499.25,2586.25,32.4,0,32.4,131.91,985.46,703.8443017656501,9955.446359035206,3.5
H1112,43,13087,HMO/HMOPOS,Yes,14.7,5836.666666666667,2999.5833333333335,32.4,0,32.4,131.91,1041.22,703.8443017656501,10353.40167107302,3.5
H1112,43,13089,HMO/HMOPOS,Yes,864.3333333333334,109529.33333333331,61715.583333333336,32.4,0,32.4,131.91,1057.11,703.8443017656501,10146.817705363232,3.5
H1112,43,13091,HMO/HMOPOS,Yes,17.916666666666668,4250,2082.3333333333335,32.4,0,32.4,131.91,1044.06,703.8443017656501,12057.394982417049,3.5
H1112,43,13093,HMO/HMOPOS,Yes,13.166666666666666,2340.75,1270.0833333333333,32.4,0,32.4,131.91,1038.46,703.8443017656501,10555.237435082014,3.5
H1112,43,13097,HMO/HMOPOS,Yes,166.08333333333334,21765.166666666668,12222.916666666666,32.4,0,32.4,131.91,1014.05,703.8443017656501,10929.762769630666,3.5
H1112,43,13103,HMO/HMOPOS,Yes,22.3,10336.166666666666,5139.5,32.4,0,32.4,131.91,1030.88,703.8443017656501,9627.0581203661,3.5
H1112,43,13105,HMO/HMOPOS,Yes,22.6,5228,2782.4166666666665,32.4,0,32.4,131.91,1004.41,703.8443017656501,10419.74748778197,3.5
H1112,43,13107,HMO/HMOPOS,Yes,27.416666666666668,4983,2863.4166666666665,32.4,0,32.4,131.91,1027.27,703.8443017656501,10116.961770837856,3.5
H1112,43,13111,HMO/HMOPOS,Yes,11,8602.416666666666,3542.0833333333335,32.4,0,32.4,131.91,1000.15,703.8443017656501,9660.298073641534,3.5
H1112,43,13113,HMO/HMOPOS,Yes,37.5,25939.666666666668,11327.166666666666,32.4,0,32.4,131.91,1032.26,703.8443017656501,9642.564032171043,3.5
H1112,43,13115,HMO/HMOPOS,Yes,26.666666666666668,21007.333333333332,10399,32.4,0,32.4,131.91,985.93,703.8443017656501,11728.875814257426,3.5
H1112,43,13117,HMO/HMOPOS,Yes,28.333333333333332,33179.583333333336,14997.083333333334,32.4,0,32.4,131.91,1033.6,703.8443017656501,11026.535355041397,3.5
H1112,43,13119,HMO/HMOPOS,Yes,15.666666666666666,5617.75,2979.25,32.4,0,32.4,131.91,1039.13,703.8443017656501,9754.147962182966,3.5
H1112,43,13121,HMO/HMOPOS,Yes,1096.6666666666667,144055.08333333334,73049.58333333333,32.4,0,32.4,131.91,1058.12,703.8443017656501,10735.589581304088,3.5
H1112,43,13123,HMO/HMOPOS,Yes,11.142857142857142,9122.75,3699,32.4,0,32.4,131.91,1023.97,703.8443017656501,10275.342327635277,3.5
H1112,43,13127,HMO/HMOPOS,Yes,132.83333333333334,20183.583333333332,8342.5,32.4,0,32.4,131.91,1043.21,703.8443017656501,10208.07735453613,3.5
H1112,43,13129,HMO/HMOPOS,Yes,11,11100.333333333334,5043.25,32.4,0,32.4,131.91,1026.66,703.8443017656501,10391.052879091978,3.5
H1112,43,13131,HMO/HMOPOS,Yes,12.5,5426.833333333333,2872.3333333333335,32.4,0,32.4,131.91,1041.49,703.8443017656501,9566.04987716851,3.5
H1112,43,13133,HMO/HMOPOS,Yes,24.75,6612,2797,32.4,0,32.4,131.91,1020.15,703.8443017656501,9511.887621218972,3.5
H1112,43,13135,HMO/HMOPOS,Yes,381.8333333333333,117847.5,62877.833333333336,32.4,0,32.4,131.91,1055.84,703.8443017656501,9768.469244032996,3.5
H1112,43,13137,HMO/HMOPOS,Yes,11,10228.916666666666,5141.666666666667,32.4,0,32.4,131.91,1043.29,703.8443017656501,9458.107935500926,3.5
H1112,43,13139,HMO/HMOPOS,Yes,24.9,38632,17374.166666666668,32.4,0,32.4,131.91,1024.1699999999998,703.8443017656501,10513.99279798776,3.5
H1112,43,13141,HMO/HMOPOS,Yes,11,2403.4166666666665,1458.9166666666667,32.4,0,32.4,131.91,1021.83,703.8443017656501,9048.451247512628,3.5
H1112,43,13143,HMO/HMOPOS,Yes,26.5,6344.5,3529,32.4,0,32.4,131.91,1055.05,703.8443017656501,11380.902257191648,3.5
H1112,43,13145,HMO/HMOPOS,Yes,48.833333333333336,7418.333333333333,3344.8333333333335,32.4,0,32.4,131.91,1025.13,703.8443017656501,9052.06013882442,3.5
H1112,43,13147,HMO/HMOPOS,Yes,15.583333333333334,6966.333333333333,3372.8333333333335,32.4,0,32.4,131.91,1005.63,703.8443017656501,10801.63258510331,3.5
H1112,43,13149,HMO/HMOPOS,Yes,14.428571428571429,2345.5,1338,32.4,0,32.4,131.91,1089.25,703.8443017656501,10068.33046279592,3.5
H1112,43,13151,HMO/HMOPOS,Yes,167.25,36855.583333333336,20716.166666666668,32.4,0,32.4,131.91,1082.85,703.8443017656501,9501.837039820666,3.5
H1112,43,13153,HMO/HMOPOS,Yes,110.33333333333331,27553.25,10095.666666666666,32.4,0,32.4,131.91,1019.93,703.8443017656501,10172.260317882552,3.5
H1112,43,13155,HMO/HMOPOS,Yes,13,2093.25,1061.75,32.4,0,32.4,131.91,1036.49,703.8443017656501,9997.02716462932,3.5
H1112,43,13157,HMO/HMOPOS,Yes,16.22222222222222,14343.333333333334,7395.083333333333,32.4,0,32.4,131.91,1011.33,703.8443017656501,10204.912439971986,3.5
H1112,43,13159,HMO/HMOPOS,Yes,19.166666666666668,3160.4166666666665,1769.25,32.4,0,32.4,131.91,1028.02,703.8443017656501,9887.547552942053,3.5
H1112,43,13161,HMO/HMOPOS,Yes,12.25,2886.0833333333335,1390.0833333333333,32.4,0,32.4,131.91,977.77,703.8443017656501,9187.458432455058,3.5
H1112,43,13163,HMO/HMOPOS,Yes,95,3939.8333333333335,2275.8333333333335,32.4,0,32.4,131.91,1023.91,703.8443017656501,10705.004331995216,3.5
H1112,43,13165,HMO/HMOPOS,Yes,19,1797.6666666666667,1103.3333333333333,32.4,0,32.4,131.91,1031.94,703.8443017656501,11536.508265158978,3.5
H1112,43,13167,HMO/HMOPOS,Yes,11.5,1912.8333333333333,1110.0833333333333,32.4,0,32.4,131.91,1018.49,703.8443017656501,9917.005387765155,3.5
H1112,43,13169,HMO/HMOPOS,Yes,34.416666666666664,5971.25,3216.9166666666665,32.4,0,32.4,131.91,994.15,703.8443017656501,10140.156898597252,3.5
H1112,43,13171,HMO/HMOPOS,Yes,17.333333333333332,4200.75,2390.5,32.4,0,32.4,131.91,1032.38,703.8443017656501,9916.928544434157,3.5
H1112,43,13175,HMO/HMOPOS,Yes,19.8,10993.75,5549.583333333333,32.4,0,32.4,131.91,1018.95,703.8443017656501,9958.235755670712,3.5
H1112,43,13179,HMO/HMOPOS,Yes,81,8375.666666666666,3736.25,32.4,0,32.4,131.91,1027.81,703.8443017656501,7727.435238888156,3.5
H1112,43,13181,HMO/HMOPOS,Yes,19.75,2266.25,1186.4166666666667,32.4,0,32.4,131.91,988.67,703.8443017656501,9439.91531582267,3.5
H1112,43,13183,HMO/HMOPOS,Yes,12.8,2003.6666666666667,898.6666666666666,32.4,0,32.4,131.91,1028.57,703.8443017656501,8370.783457977208,3.5
H1112,43,13185,HMO/HMOPOS,Yes,163,19713.5,7815.25,32.4,0,32.4,131.91,1015.75,703.8443017656501,9538.611872474869,3.5
H1112,43,13189,HMO/HMOPOS,Yes,81.16666666666667,5001.416666666667,3069.5,32.4,0,32.4,131.91,1018.14,703.8443017656501,10242.251027266962,3.5
H1112,43,13191,HMO/HMOPOS,Yes,41.25,3396.5,1834.75,32.4,0,32.4,131.91,1040.37,703.8443017656501,11040.926838398897,3.5
H1112,43,13193,HMO/HMOPOS,Yes,18.666666666666668,2398.8333333333335,1557.3333333333333,32.4,0,32.4,131.91,1020.07,703.8443017656501,9739.685580755684,3.5
H1112,43,13195,HMO/HMOPOS,Yes,14.6,6778.5,3508.5833333333335,32.4,0,32.4,131.91,1023.31,703.8443017656501,9401.090807132889,3.5
H1112,43,13197,HMO/HMOPOS,Yes,16.5,1685.8333333333333,950.5,32.4,0,32.4,131.91,885.41,703.8443017656501,9254.68676673568,3.5
H1112,43,13199,HMO/HMOPOS,Yes,26.083333333333332,5501.166666666667,3388.3333333333335,32.4,0,32.4,131.91,1043.59,703.8443017656501,10237.172011268776,3.5
H1112,43,13205,HMO/HMOPOS,Yes,17,4608.25,2703.9166666666665,32.4,0,32.4,131.91,999.23,703.8443017656501,10520.433756517796,3.5
H1112,43,13207,HMO/HMOPOS,Yes,50.25,6459.333333333333,3301.5,32.4,0,32.4,131.91,1057.66,703.8443017656501,8651.319100897024,3.5
H1112,43,13211,HMO/HMOPOS,Yes,12.714285714285714,4901.583333333333,2525.9166666666665,32.4,0,32.4,131.91,1031.75,703.8443017656501,9965.778863859912,3.5
H1112,43,13213,HMO/HMOPOS,Yes,15.909090909090908,7727.25,3245.4166666666665,32.4,0,32.4,131.91,1012.66,703.8443017656501,10944.693636737487,3.5
H1112,43,13215,HMO/HMOPOS,Yes,553.4166666666666,36576.333333333336,17608.75,32.4,0,32.4,131.91,995.16,703.8443017656501,9772.862135279924,3.5
H1112,43,13217,HMO/HMOPOS,Yes,143.16666666666666,19877.75,11732.666666666666,32.4,0,32.4,131.91,1024.71,703.8443017656501,10731.070827765456,3.5
H1112,43,13219,HMO/HMOPOS,Yes,17.25,7894.083333333333,3071.3333333333335,32.4,0,32.4,131.91,1011.23,703.8443017656501,9873.43188214512,3.5
H1112,43,13223,HMO/HMOPOS,Yes,129.75,24155.75,12269.5,32.4,0,32.4,131.91,1027.65,703.8443017656501,10764.342578651922,3.5
H1112,43,13225,HMO/HMOPOS,Yes,25.083333333333332,5697.916666666667,2719.25,32.4,0,32.4,131.91,1001.94,703.8443017656501,9792.002038009769,3.5
H1112,43,13227,HMO/HMOPOS,Yes,11.4,9919.666666666666,4386.833333333333,32.4,0,32.4,131.91,1023.14,703.8443017656501,10240.106172807662,3.5
H1112,43,13229,HMO/HMOPOS,Yes,17.09090909090909,4249.916666666667,1965.5833333333333,32.4,0,32.4,131.91,1038.84,703.8443017656501,11528.06742729198,3.5
H1112,43,13231,HMO/HMOPOS,Yes,14,3747.1666666666665,1953.4166666666667,32.4,0,32.4,131.91,1029.98,703.8443017656501,9554.409712742052,3.5
H1112,43,13233,HMO/HMOPOS,Yes,26.416666666666668,8938.75,4797.833333333333,32.4,0,32.4,131.91,1009.62,703.8443017656501,11116.773926044953,3.5
H1112,43,13237,HMO/HMOPOS,Yes,16.166666666666668,6253.833333333333,3093.0833333333335,32.4,0,32.4,131.91,1028.42,703.8443017656501,10327.508851038692,3.5
H1112,43,13245,HMO/HMOPOS,Yes,574.6666666666666,38329.333333333336,20676.416666666668,32.4,0,32.4,131.91,1030.53,703.8443017656501,9544.121648841712,3.5
H1112,43,13247,HMO/HMOPOS,Yes,114,16571.166666666668,9786.583333333334,32.4,0,32.4,131.91,1053.95,703.8443017656501,10126.460641024276,3.5
H1112,43,13251,HMO/HMOPOS,Yes,30,3491.25,2062.25,32.4,0,32.4,131.91,1032.51,703.8443017656501,12142.1093473585,3.5
H1112,43,13255,HMO/HMOPOS,Yes,88.83333333333333,15692,8837.25,32.4,0,32.4,131.91,1029.24,703.8443017656501,10342.258343534257,3.5
H1112,43,13257,HMO/HMOPOS,Yes,11.25,6932.166666666667,3417.5833333333335,32.4,0,32.4,131.91,1029.1899999999998,703.8443017656501,10635.375622908858,3.5
H1112,43,13259,HMO/HMOPOS,Yes,21.333333333333332,1088.4166666666667,713.9166666666666,32.4,0,32.4,131.91,1056.1,703.8443017656501,11430.087762750529,3.5
H1112,43,13263,HMO/HMOPOS,Yes,34.333333333333336,1702.25,1006,32.4,0,32.4,131.91,927.34,703.8443017656501,8651.65823301367,3.5
H1112,43,13267,HMO/HMOPOS,Yes,14.77777777777778,4096.083333333333,2206.25,32.4,0,32.4,131.91,1035.1,703.8443017656501,9245.708893479528,3.5
H1112,43,13269,HMO/HMOPOS,Yes,12.75,1861,1087.75,32.4,0,32.4,131.91,1033.98,703.8443017656501,10555.738849937012,3.5
H1112,43,13271,HMO/HMOPOS,Yes,12,2421.25,1333.1666666666667,32.4,0,32.4,131.91,991.93,703.8443017656501,10616.491805534177,3.5
H1112,43,13275,HMO/HMOPOS,Yes,27.166666666666668,10575.916666666666,5433.75,32.4,0,32.4,131.91,1032.41,703.8443017656501,9594.218451221068,3.5
H1112,43,13277,HMO/HMOPOS,Yes,20.583333333333332,7865.25,4185.333333333333,32.4,0,32.4,131.91,1041.03,703.8443017656501,10527.061580918053,3.5
H1112,43,13279,HMO/HMOPOS,Yes,12.5,5741.75,3143.9166666666665,32.4,0,32.4,131.91,1024.21,703.8443017656501,9477.18113757564,3.5
H1112,43,13285,HMO/HMOPOS,Yes,89.83333333333333,13625.083333333334,7257.5,32.4,0,32.4,131.91,1039.97,703.8443017656501,10377.442100408854,3.5
H1112,43,13289,HMO/HMOPOS,Yes,18.583333333333332,2417.5,1400.1666666666667,32.4,0,32.4,131.91,1010.19,703.8443017656501,10618.827648034889,3.5
H1112,43,13293,HMO/HMOPOS,Yes,16.916666666666668,6599.166666666667,3876.4166666666665,32.4,0,32.4,131.91,1036.65,703.8443017656501,9950.33156228453,3.5
H1112,43,13295,HMO/HMOPOS,Yes,26,15408.5,6963.416666666667,32.4,0,32.4,131.91,1066.91,703.8443017656501,10249.585650350902,3.5
H1112,43,13297,HMO/HMOPOS,Yes,78,18777.916666666668,9978.833333333334,32.4,0,32.4,131.91,1041.45,703.8443017656501,10898.47952283964,3.5
H1112,43,13299,HMO/HMOPOS,Yes,22.333333333333332,8092.416666666667,4146.5,32.4,0,32.4,131.91,1038.86,703.8443017656501,11964.797946782932,3.5
H1112,43,13301,HMO/HMOPOS,Yes,28,1514.6666666666667,930,32.4,0,32.4,131.91,1022.32,703.8443017656501,10372.269832296071,3.5
H1112,43,13303,HMO/HMOPOS,Yes,23.5,4684.416666666667,2650.0833333333335,32.4,0,32.4,131.91,986.03,703.8443017656501,9789.709426940362,3.5
H1112,43,13305,HMO/HMOPOS,Yes,28.75,6149.833333333333,3133.75,32.4,0,32.4,131.91,1014.94,703.8443017656501,10580.11710795553,3.5
H1112,43,13313,HMO/HMOPOS,Yes,25.333333333333332,17854.166666666668,5907.583333333333,32.4,0,32.4,131.91,1002.01,703.8443017656501,9953.307284980798,3.5
H1112,43,13317,HMO/HMOPOS,Yes,35.333333333333336,2732.1666666666665,1476,32.4,0,32.4,131.91,1029.4,703.8443017656501,9817.639536668872,3.5
H1112,43,13321,HMO/HMOPOS,Yes,15.181818181818182,4264,2441.75,32.4,0,32.4,131.91,1040.2,703.8443017656501,11017.238918882716,3.5
H1112,44,13003,HMO/HMOPOS,Yes,17.333333333333332,1370.3333333333333,798.5833333333334,0,0,0,182.81,1056.14,762.1683168316832,10056.643070822018,3.5
H1112,44,13009,HMO/HMOPOS,Yes,53.583333333333336,9245.833333333334,5504.916666666667,0,0,0,182.81,1023.79,762.1683168316832,10141.029852666492,3.5
H1112,44,13017,HMO/HMOPOS,Yes,23.416666666666668,3749.5833333333335,2202.6666666666665,0,0,0,182.81,1040.71,762.1683168316832,9282.29460864448,3.5
H1112,44,13019,HMO/HMOPOS,Yes,25.75,3854.8333333333335,1869.8333333333333,0,0,0,182.81,1002.88,762.1683168316832,11408.518632370447,3.5
H1112,44,13021,HMO/HMOPOS,Yes,252.41666666666663,31203,16828,0,0,0,182.81,1054.57,762.1683168316832,10693.5893341537,3.5
H1112,44,13023,HMO/HMOPOS,Yes,20.25,2609.25,1028.5,0,0,0,182.81,1016.05,762.1683168316832,11298.46528183688,3.5
H1112,44,13027,HMO/HMOPOS,Yes,18.333333333333332,3717.5833333333335,2072.1666666666665,0,0,0,182.81,1044.73,762.1683168316832,10167.020765608617,3.5
H1112,44,13065,HMO/HMOPOS,Yes,11.5,1456.3333333333333,776.6666666666666,0,0,0,182.81,1082.42,762.1683168316832,14242.140568475454,3.5
H1112,44,13069,HMO/HMOPOS,Yes,40.416666666666664,7245.166666666667,3941.25,0,0,0,182.81,1015.84,762.1683168316832,10554.941151230008,3.5
H1112,44,13071,HMO/HMOPOS,Yes,47.583333333333336,9099.416666666666,4710.25,0,0,0,182.81,1085.6899999999998,762.1683168316832,13029.89086268508,3.5
H1112,44,13075,HMO/HMOPOS,Yes,23.166666666666668,3620.9166666666665,1854.75,0,0,0,182.81,1014.33,762.1683168316832,10697.113425274416,3.5
H1112,44,13079,HMO/HMOPOS,Yes,24.916666666666668,2734.5,1506.9166666666667,0,0,0,182.81,1030.75,762.1683168316832,11092.232660956066,3.5
H1112,44,13081,HMO/HMOPOS,Yes,21.083333333333332,4499.25,2586.25,0,0,0,182.81,985.46,762.1683168316832,9955.446359035206,3.5
H1112,44,13087,HMO/HMOPOS,Yes,34.083333333333336,5836.666666666667,2999.5833333333335,0,0,0,182.81,1041.22,762.1683168316832,10353.40167107302,3.5
H1112,44,13091,HMO/HMOPOS,Yes,28.833333333333332,4250,2082.3333333333335,0,0,0,182.81,1044.06,762.1683168316832,12057.394982417049,3.5
H1112,44,13093,HMO/HMOPOS,Yes,18.2,2340.75,1270.0833333333333,0,0,0,182.81,1038.46,762.1683168316832,10555.237435082014,3.5
H1112,44,13131,HMO/HMOPOS,Yes,39.25,5426.833333333333,2872.3333333333335,0,0,0,182.81,1041.49,762.1683168316832,9566.04987716851,3.5
H1112,44,13153,HMO/HMOPOS,Yes,169.75,27553.25,10095.666666666666,0,0,0,182.81,1019.93,762.1683168316832,10172.260317882552,3.5
H1112,44,13155,HMO/HMOPOS,Yes,18,2093.25,1061.75,0,0,0,182.81,1036.49,762.1683168316832,9997.02716462932,3.5
H1112,44,13161,HMO/HMOPOS,Yes,13.666666666666666,2886.0833333333335,1390.0833333333333,0,0,0,182.81,977.77,762.1683168316832,9187.458432455058,3.5
H1112,44,13169,HMO/HMOPOS,Yes,55,5971.25,3216.9166666666665,0,0,0,182.81,994.15,762.1683168316832,10140.156898597252,3.5
H1112,44,13173,HMO/HMOPOS,Yes,12,1685.5833333333333,785.1666666666666,0,0,0,182.81,1001.63,762.1683168316832,10457.364971346706,3.5
H1112,44,13175,HMO/HMOPOS,Yes,44.5,10993.75,5549.583333333333,0,0,0,182.81,1018.95,762.1683168316832,9958.235755670712,3.5
H1112,44,13185,HMO/HMOPOS,Yes,215.58333333333337,19713.5,7815.25,0,0,0,182.81,1015.75,762.1683168316832,9538.611872474869,3.5
H1112,44,13193,HMO/HMOPOS,Yes,32.25,2398.8333333333335,1557.3333333333333,0,0,0,182.81,1020.07,762.1683168316832,9739.685580755684,3.5
H1112,44,13205,HMO/HMOPOS,Yes,36.333333333333336,4608.25,2703.9166666666665,0,0,0,182.81,999.23,762.1683168316832,10520.433756517796,3.5
H1112,44,13207,HMO/HMOPOS,Yes,50,6459.333333333333,3301.5,0,0,0,182.81,1057.66,762.1683168316832,8651.319100897024,3.5
H1112,44,13209,HMO/HMOPOS,Yes,11,1783.4166666666667,987.75,0,0,0,182.81,1027.16,762.1683168316832,9557.499498404011,3.5
H1112,44,13225,HMO/HMOPOS,Yes,57.083333333333336,5697.916666666667,2719.25,0,0,0,182.81,1001.94,762.1683168316832,9792.002038009769,3.5
H1112,44,13235,HMO/HMOPOS,Yes,15.333333333333334,2136.8333333333335,1000,0,0,0,182.81,1034.74,762.1683168316832,9782.924210862791,3.5
H1112,44,13271,HMO/HMOPOS,Yes,12.6,2421.25,1333.1666666666667,0,0,0,182.81,991.93,762.1683168316832,10616.491805534177,3.5
H1112,44,13275,HMO/HMOPOS,Yes,64,10575.916666666666,5433.75,0,0,0,182.81,1032.41,762.1683168316832,9594.218451221068,3.5
H1112,44,13277,HMO/HMOPOS,Yes,40.75,7865.25,4185.333333333333,0,0,0,182.81,1041.03,762.1683168316832,10527.061580918053,3.5
H1112,44,13289,HMO/HMOPOS,Yes,28.75,2417.5,1400.1666666666667,0,0,0,182.81,1010.19,762.1683168316832,10618.827648034889,3.5
H1112,44,13309,HMO/HMOPOS,Yes,14.9,1180.75,656.0833333333334,0,0,0,182.81,1025.63,762.1683168316832,11126.970739077797,3.5
H1112,44,13315,HMO/HMOPOS,Yes,11,1720.6666666666667,919.25,0,0,0,182.81,1006.15,762.1683168316832,11120.816234366232,3.5
H1112,44,13319,HMO/HMOPOS,Yes,17.25,2387.5833333333335,1279,0,0,0,182.81,1035.57,762.1683168316832,8613.324627926817,3.5
H1112,44,13321,HMO/HMOPOS,Yes,29,4264,2441.75,0,0,0,182.81,1040.2,762.1683168316832,11017.238918882716,3.5
