provider_number,state,price,mcare_discharges,year,hrrp_payment,beds,tot_mcare_payment,uncomp_care,state_name,expanded,date_adopted
040039,AR,2346.1461617536156,1568,2014,118640,114,11779029,10602182,Arkansas,TRUE,2014-01-01
040039,AR,2947.9794228749206,1576,2015,158760,114,12140856,5986860,Arkansas,TRUE,2014-01-01
040041,AR,5083.528790771296,2312,2010,NA,118,15588220,NA,Arkansas,TRUE,2014-01-01
040041,AR,4269.811387194445,2148,2011,NA,118,14804138,NA,Arkansas,TRUE,2014-01-01
040041,AR,4994.623073721627,2259,2012,NA,133,16946451,NA,Arkansas,TRUE,2014-01-01
040041,AR,4358.0168399792865,2193,2013,54266,133,18007180,NA,Arkansas,TRUE,2014-01-01
040041,AR,3982.1505181831308,2033,2014,33500,133,17012610,NA,Arkansas,TRUE,2014-01-01
040041,AR,3887.399765076266,1822,2015,33690,133,16556912,NA,Arkansas,TRUE,2014-01-01
040042,AR,5192.9097992889965,1603,2010,NA,107,15293643,10147741,Arkansas,TRUE,2014-01-01
040042,AR,3317.7128733342106,1420,2011,NA,123,13400601,NA,Arkansas,TRUE,2014-01-01
040042,AR,3425.1782915885656,1177,2012,19289,123,11880717,NA,Arkansas,TRUE,2014-01-01
040042,AR,4033.8913427913503,1184,2013,61157,123,12277443,NA,Arkansas,TRUE,2014-01-01
040042,AR,2384.2140179521202,544,2014,15188,123,6860271,NA,Arkansas,TRUE,2014-01-01
040047,AR,9836.329885214625,369,2015,14597,32,1794316,1088450,Arkansas,TRUE,2014-01-01
040050,AR,3700.7606725140404,935,2010,NA,87,5583196,2040922,Arkansas,TRUE,2014-01-01
040050,AR,4443.4364763199555,791,2011,NA,87,4896376,6026733,Arkansas,TRUE,2014-01-01
040050,AR,3142.481878124628,874,2012,NA,77,5167903,8670668,Arkansas,TRUE,2014-01-01
040050,AR,2323.99601384112,765,2013,752,77,4562790,NA,Arkansas,TRUE,2014-01-01
040050,AR,2691.3627069487343,659,2014,NA,77,4488790,NA,Arkansas,TRUE,2014-01-01
040050,AR,3507.9471595267296,581,2015,NA,87,4208482,NA,Arkansas,TRUE,2014-01-01
040051,AR,1597.4726512892444,937,2010,NA,49,4680703,3009871,Arkansas,TRUE,2014-01-01
040051,AR,1071.7747965511264,847,2011,NA,49,4387225,3009871,Arkansas,TRUE,2014-01-01
040051,AR,1269.3555509679716,808.290676416819,2012,0,49,4086426.4460694697,NA,Arkansas,TRUE,2014-01-01
040051,AR,1478.6878368772716,472,2013,12434,49,2361122,NA,Arkansas,TRUE,2014-01-01
040051,AR,1144.0099665360144,938,2014,21424,49,4590850,NA,Arkansas,TRUE,2014-01-01
040051,AR,1589.491141959054,969,2015,23962,49,4785782,NA,Arkansas,TRUE,2014-01-01
040055,AR,7051.907511476353,6850,2010,NA,249,63837341,60030694,Arkansas,TRUE,2014-01-01
040055,AR,6783.606543780311,5957,2011,NA,249,54291962,45570837,Arkansas,TRUE,2014-01-01
040055,AR,5355.680138525311,6460,2012,105251,249,60993073,68498231,Arkansas,TRUE,2014-01-01
040055,AR,5093.6151084440735,6653,2013,394640,249,65733337,124855090,Arkansas,TRUE,2014-01-01
040055,AR,5628.234424613404,4971,2014,229297,249,48486502,40601281,Arkansas,TRUE,2014-01-01
040055,AR,7060.000118123852,6610,2015,203388,249,61977765,24912803,Arkansas,TRUE,2014-01-01
040062,AR,11659.108579429558,4561,2010,NA,314,41736500,46550464,Arkansas,TRUE,2014-01-01
040062,AR,15291.537545105419,4598,2011,NA,303,42142625,43768325,Arkansas,TRUE,2014-01-01
040062,AR,9772.30038538236,4578,2012,NA,294,40678036,30087552,Arkansas,TRUE,2014-01-01
040062,AR,9061.382251203988,4319,2013,NA,294,40517811,28026375,Arkansas,TRUE,2014-01-01
040062,AR,8167.3670370141635,4319,2014,NA,294,45256119,20072546,Arkansas,TRUE,2014-01-01
040062,AR,8214.602241460596,5233,2015,NA,343,52120491,31146405,Arkansas,TRUE,2014-01-01
040067,AR,379.0163888235726,851,2010,NA,49,5173995,NA,Arkansas,TRUE,2014-01-01
040067,AR,320.2152200537342,834,2011,NA,49,5929210,NA,Arkansas,TRUE,2014-01-01
040067,AR,1423.62382916583,681,2012,NA,49,4030372,NA,Arkansas,TRUE,2014-01-01
040067,AR,917.2841139589043,567,2013,29125,49,4228531,NA,Arkansas,TRUE,2014-01-01
040067,AR,1142.256719022333,581,2014,25456,49,4085737,NA,Arkansas,TRUE,2014-01-01
040067,AR,1859.6672164611884,747,2015,16016,43,4819215,2861580,Arkansas,TRUE,2014-01-01
040069,AR,2418.5172313383405,430,2010,NA,148,3300876,NA,Arkansas,TRUE,2014-01-01
040069,AR,899.6394049372736,537,2011,NA,148,3699150,NA,Arkansas,TRUE,2014-01-01
040069,AR,662.8582168898189,661,2012,NA,148,4618628,NA,Arkansas,TRUE,2014-01-01
040069,AR,1065.976283376361,612,2013,16521,148,4396251,NA,Arkansas,TRUE,2014-01-01
040069,AR,2302.764419253527,612,2014,48796,148,4525752,NA,Arkansas,TRUE,2014-01-01
040069,AR,2461.1607224470895,645,2015,43630,148,4382741,NA,Arkansas,TRUE,2014-01-01
040071,AR,8695.973085034506,4226,2010,NA,269,44062295,57150873,Arkansas,TRUE,2014-01-01
040071,AR,8094.457583064695,3824,2011,NA,265,40911028,52737060,Arkansas,TRUE,2014-01-01
040071,AR,8660.424667694793,3351,2012,NA,265,33914325,55119424,Arkansas,TRUE,2014-01-01
040071,AR,8427.909844280692,3172,2013,16076,265,34727366,66075767,Arkansas,TRUE,2014-01-01
040071,AR,7255.514104629077,3158,2014,41027,265,33428865,36641825,Arkansas,TRUE,2014-01-01
040071,AR,8586.3037153419,3433,2015,59571,265,36405687,29369916,Arkansas,TRUE,2014-01-01
040072,AR,1386.1678503679616,943,2010,NA,49,6109380,4058316,Arkansas,TRUE,2014-01-01
040072,AR,1324.4515269535598,809,2011,NA,49,4802681,3920574,Arkansas,TRUE,2014-01-01
040072,AR,1569.5703532920493,836,2012,8576,49,4894699,6434702,Arkansas,TRUE,2014-01-01
040072,AR,3232.2646613317693,716,2013,24069,49,3146761,2510749,Arkansas,TRUE,2014-01-01
040072,AR,2998.4536094713326,622,2014,17102,49,4131542,2421499,Arkansas,TRUE,2014-01-01
040072,AR,2736.844132113818,532,2015,14051,49,3502564,1902363,Arkansas,TRUE,2014-01-01
040076,AR,2540.809695924102,1143,2010,NA,46,5958243,NA,Arkansas,TRUE,2014-01-01
040076,AR,2865.0179190282743,973,2011,NA,58,5094954,NA,Arkansas,TRUE,2014-01-01
040076,AR,3375.9867348260454,862.6764168190128,2013,32680.66361974406,72,4632110.915904936,NA,Arkansas,TRUE,2014-01-01
040076,AR,1516.3164254396206,906,2014,56429,72,5093326,5561699,Arkansas,TRUE,2014-01-01
040076,AR,1350.8851659223255,854,2015,47722,72,5537685,4200163,Arkansas,TRUE,2014-01-01
040078,AR,5881.573502355103,2073,2010,NA,121,23509448,NA,Arkansas,TRUE,2014-01-01
040078,AR,7904.603703026283,2651,2011,NA,121,27199998,17849719,Arkansas,TRUE,2014-01-01
040078,AR,7221.931402018423,2690,2012,NA,121,25333795,48989564,Arkansas,TRUE,2014-01-01
040078,AR,7426.070615265649,2716,2013,49086,121,26471360,NA,Arkansas,TRUE,2014-01-01
040078,AR,7125.388868957718,2573,2014,105995,121,26228900,NA,Arkansas,TRUE,2014-01-01
040078,AR,7066.138248265668,2508,2015,385046,131,25736236,NA,Arkansas,TRUE,2014-01-01
040080,AR,7835.867536522818,1100,2010,NA,109,5912049,NA,Arkansas,TRUE,2014-01-01
040080,AR,7001.670799614421,1146,2011,NA,109,5749931,11536465,Arkansas,TRUE,2014-01-01
040080,AR,10121.483503289839,944,2012,NA,109,4997071,9341353,Arkansas,TRUE,2014-01-01
040080,AR,8543.520080335848,779,2013,26575,109,4360378,8203854,Arkansas,TRUE,2014-01-01
040080,AR,4733.075594321767,687,2014,37962,109,3930666,NA,Arkansas,TRUE,2014-01-01
040080,AR,4411.141773837895,407,2015,32612,109,2281939,NA,Arkansas,TRUE,2014-01-01
040084,AR,7402.570229898676,2072,2010,NA,75,15503516,18940000,Arkansas,TRUE,2014-01-01
040084,AR,5802.237282336003,2313,2011,NA,117,17460005,17752771,Arkansas,TRUE,2014-01-01
040084,AR,3635.414349462211,2421,2012,NA,117,17667304,16613547,Arkansas,TRUE,2014-01-01
040084,AR,3354.1625641555447,2267,2013,70581,117,18213283,18359255,Arkansas,TRUE,2014-01-01
040084,AR,3309.8145612851417,2214,2014,66730,117,17982074,14912571,Arkansas,TRUE,2014-01-01
040084,AR,4004.924892031315,2363,2015,185670,117,18678554,9194662,Arkansas,TRUE,2014-01-01
040085,AR,6925.666724789582,1021,2010,NA,127,5689546,12591127,Arkansas,TRUE,2014-01-01
040085,AR,12038.862158983487,783,2011,NA,127,4783582,9954373,Arkansas,TRUE,2014-01-01
040085,AR,8401.600051711926,667,2012,7777,127,4110112,11123486,Arkansas,TRUE,2014-01-01
040085,AR,8136.810776322354,640,2013,29442,127,3938430,8407764,Arkansas,TRUE,2014-01-01
040085,AR,7402.917155023386,631,2014,32102,127,3974337,NA,Arkansas,TRUE,2014-01-01
040085,AR,7154.2698907946115,593,2015,46749,127,3580811,NA,Arkansas,TRUE,2014-01-01
040088,AR,11187.676578895227,2488,2010,NA,134,21142357,28152141,Arkansas,TRUE,2014-01-01
040088,AR,10710.582935279892,2600,2011,NA,106,22884185,NA,Arkansas,TRUE,2014-01-01
040088,AR,10257.984040579582,2388,2012,NA,100,20659797,18211840,Arkansas,TRUE,2014-01-01
040088,AR,13222.056013727668,2177,2013,NA,110,19567897,16549163,Arkansas,TRUE,2014-01-01
040088,AR,12233.530172127494,1749,2014,49581,110,16240859,16338643,Arkansas,TRUE,2014-01-01
040088,AR,11475.421143929518,1613,2015,44524,98,15259211,NA,Arkansas,TRUE,2014-01-01
040091,AR,4452.849005247116,866,2010,NA,66,5443897,NA,Arkansas,TRUE,2014-01-01
040091,AR,2436.0706717949606,792,2011,NA,66,4615562,NA,Arkansas,TRUE,2014-01-01
040114,AR,9629.021397313229,11411,2010,NA,622,126819609,77093481,Arkansas,TRUE,2014-01-01
040114,AR,9847.76869256931,11826,2011,NA,671,127524106,60370219,Arkansas,TRUE,2014-01-01
040114,AR,9630.892556036883,11249,2012,6604,645,119591290,51038120,Arkansas,TRUE,2014-01-01
040114,AR,9587.476093123765,10475,2013,42593,645,116742202,68471965,Arkansas,TRUE,2014-01-01
040114,AR,9329.58286532954,10449,2014,250996,707,119653756,57787685,Arkansas,TRUE,2014-01-01
040114,AR,9173.158143844441,10030,2015,737935,751,117774625,48498802,Arkansas,TRUE,2014-01-01
040118,AR,6577.626764516548,3268,2010,NA,100,32335716,5508086,Arkansas,TRUE,2014-01-01
040118,AR,6764.2495808185095,3202,2011,0,100,31075176,11976758,Arkansas,TRUE,2014-01-01
040118,AR,6212.819429497605,2920,2012,NA,100,28622049,15136620,Arkansas,TRUE,2014-01-01
040118,AR,7134.571401764355,3101,2013,111232,100,26915344,18389923,Arkansas,TRUE,2014-01-01
040118,AR,6151.3502164140555,3801,2014,102264,181,34432263,17984301,Arkansas,TRUE,2014-01-01
040118,AR,5724.335913579484,4689,2015,390727,192,41054190,16687835,Arkansas,TRUE,2014-01-01
040119,AR,6100.709068573242,3745,2010,NA,138,33797802,NA,Arkansas,TRUE,2014-01-01
040119,AR,7271.392358157023,3824,2011,NA,138,35243996,NA,Arkansas,TRUE,2014-01-01
040119,AR,7426.999752253932,3532,2012,NA,148,33735331,NA,Arkansas,TRUE,2014-01-01
040119,AR,8176.390663839758,3570,2013,241750,148,35471377,NA,Arkansas,TRUE,2014-01-01
040119,AR,8613.70723423059,3652,2014,19845,160,33062671,NA,Arkansas,TRUE,2014-01-01
040119,AR,7185.899624058861,3480,2015,670146,150,33189626,NA,Arkansas,TRUE,2014-01-01
040137,AR,4907.794876056446,1176,2010,NA,58,7611698,10441916,Arkansas,TRUE,2014-01-01
040137,AR,6477.805169982139,1029,2011,NA,58,6922997,NA,Arkansas,TRUE,2014-01-01
040137,AR,7880.015322122933,946,2012,NA,58,5950484,NA,Arkansas,TRUE,2014-01-01
040137,AR,2012.3272562557531,833,2013,NA,58,5358440,NA,Arkansas,TRUE,2014-01-01
040137,AR,1737.8667406733086,641,2014,4837,58,4090185,NA,Arkansas,TRUE,2014-01-01
040137,AR,1941.097315837487,587,2015,12942,58,4252150,NA,Arkansas,TRUE,2014-01-01
040153,AR,4789.965577634749,713,2013,NA,79,3886160,NA,Arkansas,TRUE,2014-01-01
040153,AR,6306.804024611797,586,2014,NA,67,3409839,3139891,Arkansas,TRUE,2014-01-01
040153,AR,4851.3683793306855,538,2015,NA,67,3398390,NA,Arkansas,TRUE,2014-01-01
050002,CA,13450.35178228847,2243,2010,NA,141,39738208,NA,California,TRUE,2014-01-01
050002,CA,11414.166654592287,2506,2011,NA,195,43225063,NA,California,TRUE,2014-01-01
050002,CA,8756.811537392901,2086,2012,NA,195,35188055,NA,California,TRUE,2014-01-01
050002,CA,8922.298025948001,1827,2014,128095,195,32518847,NA,California,TRUE,2014-01-01
050002,CA,21509.616573455052,1979,2015,252990,195,32761786,NA,California,TRUE,2014-01-01
050006,CA,12936.875709116637,2741,2010,NA,174,38260626,NA,California,TRUE,2014-01-01
050006,CA,15074.808829945589,2542,2011,NA,174,39447652,NA,California,TRUE,2014-01-01
050006,CA,14058.656580218125,2460,2012,NA,174,38425943,NA,California,TRUE,2014-01-01
050006,CA,12627.958154956836,2519,2013,NA,145,38590212,NA,California,TRUE,2014-01-01
050006,CA,14764.56807849116,2751,2014,NA,133,42717364,NA,California,TRUE,2014-01-01
050006,CA,19749.522712840204,2736,2015,NA,133,41803706,NA,California,TRUE,2014-01-01
050007,CA,20374.378180337684,3810,2010,NA,214,48452052,21256988,California,TRUE,2014-01-01
050007,CA,19071.495231528173,3663,2011,NA,262,46715794,48294752,California,TRUE,2014-01-01
050007,CA,22948.56944006178,3756,2012,28381,262,52357352,51507807,California,TRUE,2014-01-01
050007,CA,20581.808863351052,4131,2013,73214,262,56711823,48379533,California,TRUE,2014-01-01
050007,CA,21333.023973251893,3737,2014,21114,262,57919836,17215461,California,TRUE,2014-01-01
050007,CA,23801.297498974312,3462,2015,2308,241,55894380,12927102,California,TRUE,2014-01-01
050008,CA,39990.48393839072,956,2010,NA,114,15259726,NA,California,TRUE,2014-01-01
050008,CA,39903.10018649042,944,2011,NA,114,15300534,24658569,California,TRUE,2014-01-01
050008,CA,42458.20973256269,927,2012,1480,114,15350787,29405318,California,TRUE,2014-01-01
050008,CA,131152.66024189067,907,2013,4883,77,15810077,34289558,California,TRUE,2014-01-01
050008,CA,127469.0176256187,925,2014,1236,77,15516216,12170052,California,TRUE,2014-01-01
050008,CA,25617.56817739502,1019,2015,1095,146,18172493,16111236,California,TRUE,2014-01-01
050009,CA,17766.071254022303,3158,2010,NA,181,46329931,20114049,California,TRUE,2014-01-01
050009,CA,18329.791489437393,3165,2011,NA,181,47315067,NA,California,TRUE,2014-01-01
050009,CA,16509.10493321718,3017,2012,NA,50,48271150,NA,California,TRUE,2014-01-01
050009,CA,18417.164989481844,3047,2013,NA,181,50020165,25418943,California,TRUE,2014-01-01
050009,CA,15856.826864328763,2825,2014,NA,181,44970410,21989014,California,TRUE,2014-01-01
050009,CA,19505.45345583269,2603,2015,7808,201,42130797,18269964,California,TRUE,2014-01-01
050013,CA,17791.757014917668,2196,2010,NA,151,39887686,6177642,California,TRUE,2014-01-01
050013,CA,19563.706713549185,2491,2011,NA,151,44294787,10724436,California,TRUE,2014-01-01
050013,CA,18773.804521767215,2449,2012,NA,151,46806112,10407360,California,TRUE,2014-01-01
050013,CA,21153.12014256538,2431,2013,8988,151,48401666,9460790,California,TRUE,2014-01-01
050013,CA,23606.262800755016,2227,2014,2794,151,47648497,11120707,California,TRUE,2014-01-01
050013,CA,35179.24793566361,2286,2015,NA,151,49005275,5523086,California,TRUE,2014-01-01
050014,CA,14040.883376627073,943,2010,NA,42,9794854,11420562,California,TRUE,2014-01-01
050014,CA,14689.973897820426,984,2011,NA,42,10145874,8012219,California,TRUE,2014-01-01
050014,CA,13655.276593010158,1073,2012,NA,42,11314890,8064069,California,TRUE,2014-01-01
050014,CA,14140.728981216898,1128,2013,NA,52,11775805,9583575,California,TRUE,2014-01-01
050014,CA,11525.355637986608,1123,2014,6288,52,15648152,6410695,California,TRUE,2014-01-01
050014,CA,18126.600816567756,1235,2015,21308,52,17223530,4735741,California,TRUE,2014-01-01
050016,CA,12421.385098819806,1275,2010,NA,53,12159945,9638928,California,TRUE,2014-01-01
050016,CA,13649.777281813105,1345,2011,NA,53,12808788,8061235,California,TRUE,2014-01-01
050016,CA,12330.215235544381,1356,2012,NA,53,13211307,8386443,California,TRUE,2014-01-01
050016,CA,15981.99465396384,590,2013,1833,53,6003641,10419164,California,TRUE,2014-01-01
050017,CA,16155.083945272496,4626,2010,NA,274,87444702,15403673,California,TRUE,2014-01-01
050017,CA,16375.724610600251,4634,2011,NA,278,89285323,55934532,California,TRUE,2014-01-01
050017,CA,18742.179153816185,4238,2012,NA,274,84292091,56581660,California,TRUE,2014-01-01
050017,CA,19284.090867396557,4131,2013,14308,274,86158078,56721997,California,TRUE,2014-01-01
050017,CA,18348.719878704364,4044,2014,4790,360,89350585,46904353,California,TRUE,2014-01-01
050017,CA,24239.260239737334,4131,2015,36318,319,89410003,37139365,California,TRUE,2014-01-01
050018,CA,5304.217123652033,1370,2010,NA,119,20253387,3667674,California,TRUE,2014-01-01
050018,CA,5341.523802221883,1307,2011,NA,119,19507869,3880411,California,TRUE,2014-01-01
050018,CA,6506.120262248915,1246,2012,1120,119,19175005,7782863,California,TRUE,2014-01-01
050018,CA,5969.225263842152,1044,2015,11997,135,17668100,8770793,California,TRUE,2014-01-01
050022,CA,14544.061844619084,4290,2010,NA,373,66725617,53764623,California,TRUE,2014-01-01
050022,CA,14034.132933608398,4559,2011,NA,373,74163769,39755430,California,TRUE,2014-01-01
050022,CA,12014.075479115145,4457,2012,NA,373,72355862,81042894,California,TRUE,2014-01-01
050022,CA,11757.435687305251,4246,2013,27443,373,69091473,83928835,California,TRUE,2014-01-01
050022,CA,11294.136905013454,4106,2014,154476,373,70738875,63620846,California,TRUE,2014-01-01
050022,CA,12387.103018604499,3849,2015,316495,373,63975868,8136567,California,TRUE,2014-01-01
050024,CA,7418.407130693436,3612,2010,NA,230,40995499,NA,California,TRUE,2014-01-01
050024,CA,6018.313809904421,3983,2011,NA,230,46026553,28621047,California,TRUE,2014-01-01
050024,CA,6695.972536104681,4071,2012,6654,269,47913585,NA,California,TRUE,2014-01-01
050024,CA,8903.808409226645,3668,2013,24230,269,46919257,NA,California,TRUE,2014-01-01
050024,CA,7766.41077376954,2753,2014,17559,269,35435768,NA,California,TRUE,2014-01-01
050024,CA,7313.096394978948,2155,2015,9755,230,29375150,NA,California,TRUE,2014-01-01
050025,CA,19579.379620000684,5527,2010,NA,466,125655798,102251191,California,TRUE,2014-01-01
050025,CA,19154.596376946185,5987,2011,NA,465,136939985,258200463,California,TRUE,2014-01-01
050025,CA,20230.215439105243,5971,2012,NA,528,146350495,277493078,California,TRUE,2014-01-01
050025,CA,21025.979613124673,6201,2013,119574,527,162595840,243592555,California,TRUE,2014-01-01
050025,CA,23143.49301296068,6391,2014,199758,510,169408274,226285567,California,TRUE,2014-01-01
050025,CA,24315.566990673153,5966,2015,185632,510,173251822,241872688,California,TRUE,2014-01-01
050026,CA,11926.445099396184,7822,2010,NA,438,96165642,145184323,California,TRUE,2014-01-01
050026,CA,13577.095276398768,7469,2011,NA,445,91786020,133305538,California,TRUE,2014-01-01
050026,CA,13698.831296965265,7788,2012,NA,461,98411887,129747678,California,TRUE,2014-01-01
050026,CA,14271.166311985178,7443,2013,269124,470,105210676,105698415,California,TRUE,2014-01-01
050026,CA,13049.589478913189,7734,2014,154027,466,103795105,80234237,California,TRUE,2014-01-01
050026,CA,16284.119615589661,7661,2015,31965,458,104493349,56783975,California,TRUE,2014-01-01
050028,CA,5110.12957636742,691,2010,NA,78,6603010,NA,California,TRUE,2014-01-01
050028,CA,7794.472634130788,587,2011,NA,78,5552167,7831891,California,TRUE,2014-01-01
050028,CA,5376.70431235244,613,2012,NA,78,5782922,7934807,California,TRUE,2014-01-01
050028,CA,5365.064788312164,535,2013,3471,78,5155277,9436890,California,TRUE,2014-01-01
050028,CA,5612.504902855621,576,2014,1090,78,5841515,7773996,California,TRUE,2014-01-01
050028,CA,8842.993523613593,670,2015,NA,78,6715542,4105880,California,TRUE,2014-01-01
050030,CA,9366.321496685166,3486,2010,NA,133,37473780,11787941,California,TRUE,2014-01-01
050030,CA,7989.258088492216,3406,2011,NA,133,35349114,17031148,California,TRUE,2014-01-01
050030,CA,9587.569072215563,3632,2012,54137,133,39447982,16379395,California,TRUE,2014-01-01
050030,CA,8578.34725234849,4576,2013,405334,133,55603389,14842430,California,TRUE,2014-01-01
050030,CA,9923.728932230139,5090,2014,420784,133,61552836,10665898,California,TRUE,2014-01-01
050030,CA,9552.60405767136,5632,2015,576839,133,69416502,9063886,California,TRUE,2014-01-01
050036,CA,10914.996704056404,3725,2010,NA,403,53438960,23951506,California,TRUE,2014-01-01
050036,CA,12751.4237115816,3792,2011,NA,418,55083141,28706836,California,TRUE,2014-01-01
050036,CA,10902.916312338682,3507,2012,NA,418,52515189,NA,California,TRUE,2014-01-01
050036,CA,13642.682518739151,3074,2013,204940,426,48058709,NA,California,TRUE,2014-01-01
050036,CA,14766.662796475222,3057,2014,150668,426,49467313,NA,California,TRUE,2014-01-01
050036,CA,16585.630077109447,3081,2015,164108,315,48972622,NA,California,TRUE,2014-01-01
050038,CA,5252.727894692611,2330,2010,NA,444,55938408,197119613,California,TRUE,2014-01-01
050038,CA,4295.8516026302195,2369,2011,NA,444,59418515,468952371,California,TRUE,2014-01-01
050038,CA,2615.6305106445348,2074,2012,NA,444,56211967,424949180,California,TRUE,2014-01-01
050038,CA,4730.301630874229,2322,2013,NA,461,59580544,379721350,California,TRUE,2014-01-01
050038,CA,7522.422378756123,2588,2014,12507,436,68209781,256086275,California,TRUE,2014-01-01
050038,CA,9185.186387211326,2347,2015,28457,436,74367472,30073011,California,TRUE,2014-01-01
050039,CA,15946.939175922924,6925,2010,NA,300,81178723,98364014,California,TRUE,2014-01-01
050039,CA,18239.662619562998,6517,2011,NA,238,80427636,NA,California,TRUE,2014-01-01
050039,CA,17494.7762429375,6788,2012,NA,238,84619201,NA,California,TRUE,2014-01-01
050039,CA,16980.147730779947,6821,2013,100574,258,86964332,NA,California,TRUE,2014-01-01
050039,CA,18291.485700128687,7244,2014,213454,258,94575362,NA,California,TRUE,2014-01-01
050039,CA,19849.52717194941,7513,2015,1297919,258,99618312,NA,California,TRUE,2014-01-01
050042,CA,7835.838577729948,1340,2010,NA,76,14938693,13332787,California,TRUE,2014-01-01
050042,CA,8604.65282542929,1139,2011,NA,76,12630869,12792464,California,TRUE,2014-01-01
050042,CA,9450.321711812348,1220,2012,NA,76,12997501,12543636,California,TRUE,2014-01-01
050042,CA,7621.705172250395,1138,2013,2902,76,11851717,16133116,California,TRUE,2014-01-01
050042,CA,6002.653621128633,1317,2014,1088,76,13979637,18319266,California,TRUE,2014-01-01
050042,CA,9125.553733743373,1125,2015,NA,76,12959833,19034167,California,TRUE,2014-01-01
050043,CA,24229.5076872496,5245,2010,NA,351,98583529,52597760,California,TRUE,2014-01-01
050043,CA,20201.919829548402,5357,2011,NA,351,96734903,65365878,California,TRUE,2014-01-01
050043,CA,19685.027329191827,4894,2012,74684,351,98486122,61286833,California,TRUE,2014-01-01
050043,CA,22385.852466422595,4683,2013,215186,371,88887740,43310241,California,TRUE,2014-01-01
050043,CA,18724.113542093695,4101,2014,206716,326,75192497,13215008,California,TRUE,2014-01-01
050043,CA,26792.32619629831,4510,2015,681069,268,83234364,11686429,California,TRUE,2014-01-01
050045,CA,8010.693221674174,2239,2010,NA,165,25358792,NA,California,TRUE,2014-01-01
050045,CA,5219.084530004809,2121,2011,NA,165,25012266,NA,California,TRUE,2014-01-01
050045,CA,5446.676558261412,2497,2012,NA,165,28552501,NA,California,TRUE,2014-01-01
050045,CA,4799.010151080442,2184,2013,NA,165,27414096,NA,California,TRUE,2014-01-01
050045,CA,5713.9857062626115,2006,2014,93384,161,25917179,NA,California,TRUE,2014-01-01
050045,CA,6714.190619570147,1877,2015,154092,161,24488614,NA,California,TRUE,2014-01-01
050046,CA,16824.47200580487,370,2010,NA,37,2886202,NA,California,TRUE,2014-01-01
050046,CA,19163.001979551093,305,2011,NA,37,2595013,NA,California,TRUE,2014-01-01
050046,CA,17184.51534408835,316,2012,NA,37,2566002,NA,California,TRUE,2014-01-01
050046,CA,13403.352288237133,337,2013,NA,37,3123105,NA,California,TRUE,2014-01-01
050047,CA,28392.82366886918,5597,2010,NA,468,126629237,NA,California,TRUE,2014-01-01
050047,CA,27908.15350596558,5238,2011,NA,467,118704649,62881442,California,TRUE,2014-01-01
050047,CA,22205.410301031257,5345,2012,62617,468,130690702,59892885,California,TRUE,2014-01-01
050047,CA,48467.88950599507,5237,2013,148227,464,125904500,69291591,California,TRUE,2014-01-01
050047,CA,56030.14647837308,5097,2014,1999,464,134546594,41572377,California,TRUE,2014-01-01
050047,CA,33794.9888768213,5259,2015,39606,464,141829110,34375204,California,TRUE,2014-01-01
050054,CA,4101.569871123122,861,2010,NA,61,7565600,NA,California,TRUE,2014-01-01
050054,CA,5053.9580221479755,762,2011,NA,61,7037024,NA,California,TRUE,2014-01-01
050054,CA,5402.307551967309,787,2012,NA,61,7886195,NA,California,TRUE,2014-01-01
050054,CA,5272.643947039231,769,2013,5422,61,7819496,NA,California,TRUE,2014-01-01
050054,CA,4569.725505259453,794,2014,9168,71,8217293,NA,California,TRUE,2014-01-01
050054,CA,5445.623829646504,687,2015,NA,61,7363980,NA,California,TRUE,2014-01-01
050055,CA,17845.206012216073,999,2010,NA,149,17893258,20453824,California,TRUE,2014-01-01
050055,CA,13820.960931398125,955,2011,NA,149,16209004,30363694,California,TRUE,2014-01-01
050055,CA,16679.927616197954,955,2012,7260,120,17489555,29135423,California,TRUE,2014-01-01
050055,CA,90923.70684394054,864,2013,16603,120,16119090,22932333,California,TRUE,2014-01-01
050055,CA,92646.67885337929,842,2014,19706,120,14909307,9048448,California,TRUE,2014-01-01
050055,CA,16139.93793859873,937,2015,29333,120,18809954,9491907,California,TRUE,2014-01-01
050056,CA,7264.455786705913,4983,2010,NA,420,64192551,70004520,California,TRUE,2014-01-01
050056,CA,8705.476129362096,5387,2011,NA,399,72292723,NA,California,TRUE,2014-01-01
050056,CA,8817.347875658596,4659,2012,NA,399,64606439,NA,California,TRUE,2014-01-01
050056,CA,9967.000972414728,3564,2013,94404,399,57458714,NA,California,TRUE,2014-01-01
050056,CA,9768.021236410705,3311,2014,98286,399,58881503,NA,California,TRUE,2014-01-01
050056,CA,10798.784206938537,2293,2015,106492,399,52407825,NA,California,TRUE,2014-01-01
050057,CA,11281.801124849582,7007,2010,NA,403,97433717,38787646,California,TRUE,2014-01-01
050057,CA,11963.24069353884,6929,2011,NA,403,97196362,64205533,California,TRUE,2014-01-01
050057,CA,10919.389576562287,6310,2012,NA,403,87185112,33409773,California,TRUE,2014-01-01
050057,CA,10726.479961661016,6300,2013,10305,403,91130319,23201410,California,TRUE,2014-01-01
050057,CA,9751.67874810078,6323,2014,96490,403,92600594,28340078,California,TRUE,2014-01-01
050057,CA,9552.226822724497,6517,2015,27902,403,98633267,22305746,California,TRUE,2014-01-01
050058,CA,9962.069329535549,3690,2010,NA,241,61864260,47916347,California,TRUE,2014-01-01
